category,word_english,typical_M_older,typical_SD_older,familiar_M_older,familiar_SD_older,unknown_percent_older,frequency_M_older,frequency_SD_older,visual_complex_M_older,visual_complex_SD_older,imagine_M_older,imagine_SD_older,aoa_M_older,aoa_SD_older,,typical_M_younger,typical_SD_younger,familiar_M_younger,familiar_SD_younger,unknown_percent_younger,frequency_M_younger,frequency_SD_younger,visual_complex_M_younger,visual_complex_SD_younger,imagine_M_younger,imagine_SD_younger,aoa_M_younger,aoa_SD_younger,,,
Tools,rake,6.132 ,(1.194),6.396 ,(0.927),0.000 ,5.302 ,(1.576),3.057 ,(1.622),6.226 ,(1.409),4.491 ,(1.648),,5.679 ,(1.341),5.491 ,(1.476),0.000 ,4.151 ,(1.680),2.453 ,(1.218),6.189 ,(1.210),3.358 ,(0.963),,,
Tools,rasp,5.000 ,(1.773),5.000 ,(1.874),7.407 ,3.460 ,(1.798),2.938 ,(1.493),5.854 ,(1.220),6.020 ,(1.450),,4.520 ,(1.686),4.200 ,(1.936),52.830 ,3.320 ,(2.015),2.810 ,(1.289),5.429 ,(1.720),5.480 ,(1.503),,,
Tools,ratchet,4.551 ,(1.733),3.837 ,(1.700),9.259 ,2.551 ,(1.324),3.854 ,(1.516),4.563 ,(1.636),6.796 ,(0.816),,4.649 ,(1.814),3.757 ,(1.739),30.189 ,2.703 ,(1.525),3.484 ,(1.262),3.903 ,(1.955),5.757 ,(1.422),,,
Tools,roller,4.196 ,(1.613),4.333 ,(1.633),3.774 ,2.980 ,(1.643),2.647 ,(1.246),5.941 ,(1.363),6.196 ,(1.371),,4.043 ,(1.563),4.478 ,(1.616),11.538 ,3.370 ,(1.597),2.674 ,(1.230),5.370 ,(1.356),4.326 ,(1.230),,,
Tools,ruler,5.963 ,(1.440),6.630 ,(0.875),0.000 ,6.148 ,(1.379),2.611 ,(1.816),6.679 ,(0.872),3.315 ,(0.968),,4.736 ,(1.872),6.396 ,(1.007),0.000 ,5.981 ,(1.263),1.830 ,(1.105),6.660 ,(0.758),2.736 ,(0.788),,,
Tools,sander,5.255 ,(1.534),4.902 ,(1.552),5.556 ,3.490 ,(1.748),3.729 ,(1.526),5.438 ,(1.413),6.843 ,(0.464),,5.058 ,(1.487),4.692 ,(1.553),0.000 ,3.538 ,(1.709),3.840 ,(1.315),4.780 ,(1.670),5.250 ,(1.341),,,
Tools,sandpaper,4.962 ,(1.808),6.000 ,(1.359),0.000 ,4.774 ,(1.815),2.434 ,(1.611),6.396 ,(1.132),5.075 ,(1.555),,3.660 ,(1.764),5.717 ,(1.262),0.000 ,4.302 ,(1.716),1.792 ,(1.007),6.132 ,(1.359),3.792 ,(1.133),,,
Tools,saw,6.588 ,(0.698),6.176 ,(1.195),0.000 ,5.118 ,(1.740),3.490 ,(1.690),6.510 ,(0.903),4.020 ,(1.594),,6.604 ,(0.743),6.226 ,(1.137),0.000 ,4.830 ,(1.707),2.698 ,(1.119),6.396 ,(0.968),2.962 ,(1.091),,,
Tools,scissors,6.278 ,(1.172),6.704 ,(0.717),0.000 ,6.685 ,(0.668),3.547 ,(1.671),6.815 ,(0.438),3.111 ,(1.127),,4.811 ,(1.830),6.491 ,(0.775),0.000 ,6.346 ,(0.789),3.019 ,(1.196),6.577 ,(0.776),2.442 ,(0.777),,,
Tools,scraper,5.208 ,(1.549),5.321 ,(1.718),0.000 ,3.942 ,(1.809),2.434 ,(1.563),5.981 ,(1.448),6.170 ,(1.221),,4.824 ,(1.808),4.863 ,(1.536),3.774 ,3.510 ,(1.405),2.188 ,(0.960),5.408 ,(1.553),4.600 ,(1.262),,,
Tools,screw,5.759 ,(1.659),6.426 ,(0.944),0.000 ,5.833 ,(1.328),3.000 ,(1.637),6.537 ,(0.884),4.389 ,(1.472),,4.000 ,(2.039),6.115 ,(1.041),0.000 ,5.327 ,(1.465),2.442 ,(1.274),6.423 ,(0.871),3.212 ,(1.073),,,
Tools,screwdriver,6.673 ,(0.706),6.481 ,(0.980),0.000 ,6.269 ,(1.157),3.096 ,(1.774),6.654 ,(0.883),4.538 ,(1.448),,6.750 ,(0.519),6.327 ,(0.901),0.000 ,5.423 ,(1.526),2.558 ,(1.378),6.404 ,(1.107),3.365 ,(1.103),,,
Tools,scythe,4.519 ,(1.881),5.037 ,(1.682),0.000 ,2.796 ,(1.446),2.870 ,(1.289),6.296 ,(1.253),4.722 ,(1.618),,4.130 ,(1.821),4.413 ,(1.668),13.208 ,2.717 ,(1.377),2.864 ,(1.212),5.523 ,(1.267),4.522 ,(1.225),,,
Tools,secateurs,5.660 ,(1.372),6.094 ,(1.275),1.852 ,5.283 ,(1.668),3.811 ,(1.388),6.404 ,(1.015),6.113 ,(1.396),,4.465 ,(1.638),4.674 ,(1.822),18.868 ,3.116 ,(1.483),3.308 ,(1.321),5.154 ,(1.694),4.976 ,(1.522),,,
Tools,set square,5.327 ,(1.642),5.442 ,(1.501),3.704 ,3.635 ,(1.981),2.784 ,(1.689),6.120 ,(1.409),5.588 ,(1.169),,4.365 ,(1.692),4.725 ,(1.698),1.923 ,3.058 ,(1.501),2.440 ,(1.198),5.694 ,(1.176),5.250 ,(1.297),,,
Tools,shears,5.815 ,(1.468),6.019 ,(1.325),0.000 ,4.630 ,(1.896),3.111 ,(1.690),6.296 ,(1.207),5.167 ,(1.756),,5.442 ,(1.305),5.269 ,(1.345),1.887 ,3.577 ,(1.433),3.000 ,(1.138),5.692 ,(1.276),4.096 ,(1.089),,,
Tools,shovel,6.296 ,(1.176),6.407 ,(0.942),0.000 ,5.509 ,(1.648),2.698 ,(1.576),6.491 ,(1.012),3.648 ,(1.568),,5.943 ,(1.365),6.170 ,(1.069),0.000 ,4.604 ,(1.656),2.226 ,(1.068),6.396 ,(0.840),3.000 ,(0.950),,,
Tools,sickle,4.846 ,(1.673),4.596 ,(1.881),1.887 ,2.712 ,(1.601),2.640 ,(1.352),6.078 ,(1.383),5.269 ,(1.470),,3.977 ,(1.548),4.136 ,(1.622),16.981 ,2.273 ,(1.107),2.581 ,(0.932),5.023 ,(1.655),5.114 ,(1.280),,,
Tools,sledge hammer,5.315 ,(1.503),4.648 ,(1.728),0.000 ,3.111 ,(1.745),2.509 ,(1.368),5.870 ,(1.542),5.755 ,(1.357),,5.415 ,(1.460),4.509 ,(1.476),0.000 ,3.189 ,(1.331),2.600 ,(1.030),5.700 ,(1.199),4.491 ,(1.265),,,
Tools,snips,4.886 ,(1.811),4.429 ,(2.200),33.962 ,3.229 ,(2.016),3.118 ,(1.719),5.118 ,(1.887),6.382 ,(1.206),,4.154 ,(2.014),3.346 ,(1.810),50.943 ,2.654 ,(1.623),3.045 ,(1.090),4.136 ,(1.583),5.769 ,(1.275),,,
Tools,soldering iron,5.019 ,(1.596),4.370 ,(1.876),0.000 ,3.259 ,(1.803),3.264 ,(1.483),5.377 ,(1.678),6.204 ,(1.219),,4.490 ,(1.883),4.163 ,(1.807),7.547 ,2.878 ,(1.481),3.643 ,(1.008),4.286 ,(1.757),5.551 ,(1.119),,,
Tools,spade,6.556 ,(0.744),6.444 ,(0.839),0.000 ,5.426 ,(1.487),2.815 ,(1.738),6.755 ,(0.585),3.415 ,(1.406),,6.415 ,(0.908),6.377 ,(0.985),0.000 ,4.981 ,(1.487),2.283 ,(1.215),6.358 ,(1.021),2.623 ,(0.965),,,
Tools,spanner,6.500 ,(0.863),6.167 ,(1.077),0.000 ,5.185 ,(1.727),3.130 ,(1.602),6.472 ,(1.049),5.111 ,(1.396),,6.500 ,(0.780),6.077 ,(1.135),0.000 ,4.808 ,(1.547),2.558 ,(1.243),6.192 ,(1.138),3.538 ,(1.056),,,
Tools,spirit level,5.679 ,(1.504),5.736 ,(1.470),0.000 ,4.057 ,(1.916),3.264 ,(1.558),6.000 ,(1.468),6.000 ,(1.221),,5.294 ,(1.487),5.392 ,(1.401),3.774 ,3.961 ,(1.969),3.000 ,(1.114),5.902 ,(1.375),4.451 ,(1.346),,,
Tools,stepladder,5.611 ,(1.618),6.574 ,(0.716),0.000 ,5.852 ,(1.472),3.556 ,(1.525),6.574 ,(0.792),4.113 ,(1.672),,3.887 ,(1.968),5.774 ,(1.250),0.000 ,4.679 ,(1.312),3.038 ,(1.358),6.113 ,(1.266),3.491 ,(1.137),,,
Tools,strimmer,5.346 ,(1.494),5.231 ,(1.604),3.704 ,3.962 ,(1.726),4.231 ,(1.652),5.615 ,(1.484),6.961 ,(0.280),,4.714 ,(1.646),5.041 ,(1.399),5.769 ,3.816 ,(1.509),3.854 ,(1.429),5.396 ,(1.425),5.408 ,(1.306),,,
Tools,t square,5.058 ,(1.626),5.019 ,(1.863),3.704 ,3.481 ,(1.663),2.627 ,(1.483),6.192 ,(1.314),5.731 ,(1.270),,4.558 ,(1.856),4.476 ,(1.954),19.231 ,2.952 ,(1.847),2.256 ,(1.312),5.333 ,(1.595),5.619 ,(1.229),,,
Tools,tack hammer,5.320 ,(1.755),5.000 ,(1.959),7.407 ,3.600 ,(2.070),2.587 ,(1.454),5.826 ,(1.495),5.979 ,(1.436),,4.333 ,(1.621),3.611 ,(1.678),32.075 ,2.778 ,(1.869),2.758 ,(1.119),4.727 ,(1.625),5.889 ,(1.190),,,
Tools,tape measure,5.593 ,(1.643),6.389 ,(1.235),0.000 ,5.556 ,(1.562),2.722 ,(1.709),6.593 ,(0.858),4.574 ,(1.449),,4.660 ,(1.518),6.000 ,(1.127),0.000 ,4.642 ,(1.711),2.623 ,(1.319),6.226 ,(1.266),3.717 ,(1.116),,,
Tools,torch,4.943 ,(1.875),6.226 ,(1.050),0.000 ,5.340 ,(1.652),3.340 ,(1.506),6.472 ,(1.049),3.774 ,(1.368),,3.906 ,(1.768),6.057 ,(1.151),0.000 ,5.019 ,(1.323),2.698 ,(1.102),6.340 ,(0.898),2.981 ,(0.866),,,
Tools,trowel,6.167 ,(1.194),6.352 ,(1.102),0.000 ,5.241 ,(1.682),2.870 ,(1.683),6.574 ,(0.815),4.889 ,(1.667),,5.491 ,(1.353),5.365 ,(1.299),0.000 ,3.811 ,(1.455),2.585 ,(1.307),5.774 ,(1.250),3.887 ,(1.296),,,
Tools,tweezers,4.944 ,(1.676),5.796 ,(1.351),0.000 ,4.574 ,(1.879),3.037 ,(1.613),6.269 ,(1.206),5.778 ,(1.410),,3.698 ,(1.761),5.604 ,(1.335),0.000 ,4.925 ,(1.627),2.453 ,(0.972),6.075 ,(1.089),4.245 ,(1.399),,,
Tools,vice,5.722 ,(1.406),5.444 ,(1.712),0.000 ,3.759 ,(1.952),3.585 ,(1.351),6.094 ,(1.213),5.741 ,(1.320),,4.981 ,(1.550),4.849 ,(1.231),0.000 ,3.585 ,(1.512),3.132 ,(1.038),5.453 ,(1.234),5.094 ,(1.213),,,
Tools,wire cutter,5.078 ,(1.547),4.588 ,(1.857),3.774 ,3.333 ,(1.818),3.300 ,(1.329),5.460 ,(1.555),6.608 ,(0.896),,4.943 ,(1.737),4.509 ,(1.660),0.000 ,3.283 ,(1.634),3.100 ,(0.863),5.060 ,(1.671),5.038 ,(1.313),,,
Tools,work bench,4.906 ,(1.863),5.472 ,(1.588),0.000 ,4.075 ,(2.138),3.717 ,(1.703),6.170 ,(1.172),5.774 ,(1.436),,3.792 ,(1.747),4.981 ,(1.394),0.000 ,3.566 ,(1.611),3.283 ,(1.246),5.377 ,(1.362),4.509 ,(1.234),,,
Tools,wrench,5.196 ,(1.613),4.490 ,(1.848),3.774 ,3.431 ,(1.676),3.681 ,(1.235),5.167 ,(1.506),6.340 ,(1.081),,5.509 ,(1.187),4.509 ,(1.577),0.000 ,3.415 ,(1.447),3.240 ,(1.506),4.900 ,(1.446),4.981 ,(1.232),,,
Vehicles,aeroplane,6.731 ,(0.717),6.173 ,(1.080),0.000 ,5.615 ,(1.523),5.096 ,(1.807),6.673 ,(0.810),4.865 ,(1.597),,6.472 ,(0.890),6.113 ,(1.266),0.000 ,5.774 ,(1.382),4.472 ,(1.728),6.528 ,(0.775),2.566 ,(1.029),,,
Vehicles,airship,4.038 ,(1.951),4.113 ,(1.761),1.852 ,2.596 ,(1.648),4.340 ,(1.686),5.774 ,(1.436),5.679 ,(1.327),,3.245 ,(1.750),4.102 ,(1.418),5.769 ,2.224 ,(0.985),3.898 ,(1.229),4.939 ,(1.449),4.898 ,(1.311),,,
Vehicles,ambulance,5.741 ,(1.320),6.037 ,(1.132),0.000 ,5.130 ,(1.626),4.167 ,(1.514),6.630 ,(0.708),4.167 ,(1.342),,4.528 ,(1.671),6.000 ,(1.074),0.000 ,5.340 ,(1.400),3.925 ,(1.615),6.434 ,(0.971),2.604 ,(0.968),,,
Vehicles,articulated lorry,5.887 ,(1.489),5.528 ,(1.514),0.000 ,5.189 ,(1.766),4.849 ,(1.511),6.192 ,(1.121),6.642 ,(0.762),,5.058 ,(1.514),5.269 ,(1.359),1.887 ,4.904 ,(1.445),4.365 ,(1.401),5.885 ,(1.132),4.462 ,(1.306),,,
Vehicles,balloon,3.759 ,(1.971),4.296 ,(1.987),0.000 ,2.722 ,(1.547),3.736 ,(1.571),6.000 ,(1.289),5.815 ,(1.683),,3.038 ,(1.720),4.849 ,(1.680),0.000 ,3.415 ,(1.634),3.308 ,(1.553),6.038 ,(1.126),3.415 ,(1.232),,,
Vehicles,barge,4.630 ,(1.521),4.222 ,(1.462),0.000 ,2.778 ,(1.208),3.491 ,(1.339),5.796 ,(1.265),5.444 ,(1.313),,3.528 ,(1.683),4.396 ,(1.702),0.000 ,2.849 ,(1.231),3.774 ,(1.476),5.415 ,(1.262),4.558 ,(1.211),,,
Vehicles,bicycle,6.407 ,(1.073),6.500 ,(1.005),0.000 ,6.019 ,(1.596),4.685 ,(1.680),6.630 ,(0.831),3.481 ,(1.270),,6.170 ,(1.069),6.358 ,(1.128),0.000 ,6.170 ,(1.069),4.245 ,(1.720),6.642 ,(0.653),2.189 ,(0.856),,,
Vehicles,biplane,3.846 ,(1.851),3.769 ,(1.843),1.887 ,2.192 ,(0.864),4.250 ,(1.532),5.288 ,(1.775),5.596 ,(1.459),,3.258 ,(1.632),3.774 ,(1.564),41.509 ,2.226 ,(1.087),4.733 ,(1.230),4.633 ,(1.564),5.194 ,(1.400),,,
Vehicles,boat,6.463 ,(0.905),6.226 ,(1.103),0.000 ,5.321 ,(1.752),4.472 ,(1.739),6.679 ,(0.779),3.093 ,(1.364),,5.943 ,(1.200),6.038 ,(1.255),0.000 ,5.226 ,(1.463),3.962 ,(1.544),6.358 ,(0.982),2.075 ,(0.805),,,
Vehicles,buggy,4.259 ,(1.718),4.704 ,(1.766),0.000 ,3.981 ,(1.908),4.321 ,(1.451),5.585 ,(1.247),6.093 ,(1.521),,3.509 ,(1.527),4.962 ,(1.521),0.000 ,4.135 ,(1.681),3.596 ,(1.376),5.558 ,(1.447),3.115 ,(1.789),,,
Vehicles,bus,6.943 ,(0.233),6.755 ,(0.782),0.000 ,6.679 ,(1.034),4.585 ,(1.759),6.698 ,(0.774),3.189 ,(1.429),,6.849 ,(0.411),6.642 ,(0.736),0.000 ,6.755 ,(0.515),3.585 ,(1.886),6.679 ,(0.956),2.077 ,(0.860),,,
Vehicles,cable car,4.148 ,(1.753),4.222 ,(1.870),0.000 ,2.887 ,(1.396),4.444 ,(1.501),6.132 ,(1.177),6.759 ,(0.547),,3.491 ,(1.671),4.434 ,(1.513),0.000 ,2.868 ,(1.241),3.808 ,(1.284),5.558 ,(1.349),4.528 ,(1.170),,,
Vehicles,camper van,4.704 ,(1.537),4.463 ,(1.538),0.000 ,3.537 ,(1.656),4.130 ,(1.441),5.963 ,(1.303),6.944 ,(0.302),,4.442 ,(1.638),5.038 ,(1.559),0.000 ,4.000 ,(1.508),3.750 ,(1.266),5.904 ,(1.159),4.231 ,(1.337),,,
Vehicles,canoe,4.426 ,(1.621),4.741 ,(1.604),0.000 ,3.093 ,(1.545),3.074 ,(1.528),6.167 ,(1.240),5.204 ,(1.392),,3.302 ,(1.600),4.755 ,(1.492),0.000 ,3.340 ,(1.400),2.755 ,(1.125),5.849 ,(1.364),3.654 ,(1.008),,,
Vehicles,car,6.980 ,(0.140),6.745 ,(0.771),0.000 ,6.863 ,(0.491),5.039 ,(1.732),6.800 ,(0.606),3.520 ,(1.607),,6.981 ,(0.137),6.660 ,(0.758),0.000 ,6.906 ,(0.354),4.358 ,(1.744),6.769 ,(0.703),1.623 ,(0.686),,,
Vehicles,caravan,5.519 ,(1.397),5.444 ,(1.513),0.000 ,4.574 ,(1.797),4.148 ,(1.642),6.358 ,(1.076),5.389 ,(1.595),,4.094 ,(1.964),5.717 ,(1.262),0.000 ,4.623 ,(1.471),3.566 ,(1.448),6.321 ,(0.915),3.094 ,(0.986),,,
Vehicles,carriage,4.352 ,(1.824),4.593 ,(1.743),0.000 ,3.074 ,(1.725),4.426 ,(1.689),6.130 ,(1.214),4.426 ,(1.787),,3.846 ,(1.893),4.442 ,(1.638),0.000 ,3.137 ,(1.613),4.385 ,(1.471),5.250 ,(1.399),3.750 ,(1.203),,,
Vehicles,cart,4.566 ,(1.693),5.302 ,(1.600),0.000 ,3.264 ,(1.521),3.509 ,(1.436),6.264 ,(1.041),3.302 ,(1.488),,3.566 ,(1.670),4.377 ,(1.690),0.000 ,2.868 ,(1.468),3.019 ,(1.185),5.396 ,(1.432),3.415 ,(1.247),,,
Vehicles,coach,6.426 ,(1.109),6.278 ,(1.036),0.000 ,5.870 ,(1.505),4.442 ,(1.819),6.574 ,(0.924),4.333 ,(1.590),,6.321 ,(0.976),6.340 ,(1.073),0.000 ,6.038 ,(1.091),3.623 ,(1.535),6.453 ,(0.932),3.245 ,(1.072),,,
Vehicles,cruise ship,5.537 ,(1.356),5.185 ,(1.468),0.000 ,3.778 ,(1.860),4.981 ,(1.523),6.333 ,(0.911),6.407 ,(1.190),,4.736 ,(1.443),4.906 ,(1.572),0.000 ,3.415 ,(1.278),4.887 ,(1.527),5.811 ,(1.161),4.094 ,(1.097),,,
Vehicles,dinghy,4.704 ,(1.644),5.093 ,(1.651),0.000 ,3.333 ,(1.748),3.407 ,(1.608),5.774 ,(1.450),5.962 ,(1.344),,3.302 ,(1.648),5.000 ,(1.301),0.000 ,3.132 ,(1.256),2.811 ,(1.178),5.698 ,(1.249),3.925 ,(1.141),,,
Vehicles,dump truck,4.811 ,(1.494),4.189 ,(1.582),1.852 ,3.340 ,(1.580),4.358 ,(1.508),5.717 ,(1.498),6.849 ,(0.411),,3.396 ,(1.843),4.660 ,(1.556),0.000 ,3.604 ,(1.405),3.830 ,(1.490),5.321 ,(1.425),3.642 ,(1.456),,,
Vehicles,ferry,5.577 ,(1.377),5.885 ,(1.114),0.000 ,4.654 ,(1.607),4.923 ,(1.643),6.250 ,(1.100),4.385 ,(1.694),,5.660 ,(1.255),5.811 ,(1.226),0.000 ,4.604 ,(1.485),4.509 ,(1.671),6.113 ,(1.086),3.135 ,(1.067),,,
Vehicles,fire engine,4.981 ,(1.926),5.868 ,(1.177),0.000 ,5.038 ,(1.400),5.415 ,(1.351),6.423 ,(0.957),3.623 ,(1.376),,3.528 ,(1.804),5.736 ,(1.347),0.000 ,5.321 ,(1.356),4.509 ,(1.694),6.396 ,(0.987),2.396 ,(0.927),,,
Vehicles,fork lift,4.365 ,(1.669),4.346 ,(1.532),1.887 ,3.154 ,(1.304),4.673 ,(1.438),5.865 ,(1.268),6.962 ,(0.194),,3.000 ,(1.676),4.547 ,(1.600),0.000 ,3.340 ,(1.344),4.094 ,(1.362),5.660 ,(1.208),4.302 ,(1.170),,,
Vehicles,glider,4.269 ,(1.598),4.058 ,(1.685),0.000 ,2.731 ,(1.206),3.943 ,(1.737),5.731 ,(1.510),6.176 ,(1.212),,2.820 ,(1.521),4.120 ,(1.380),5.660 ,2.520 ,(1.182),3.400 ,(1.107),5.120 ,(1.520),4.520 ,(1.165),,,
Vehicles,helicopter,5.833 ,(1.112),5.463 ,(1.356),0.000 ,4.685 ,(1.692),5.241 ,(1.479),6.283 ,(1.026),6.755 ,(0.731),,4.811 ,(1.331),5.226 ,(1.409),0.000 ,4.453 ,(1.395),5.094 ,(1.377),6.057 ,(1.151),2.962 ,(1.160),,,
Vehicles,horse & cart,4.611 ,(1.857),5.481 ,(1.563),0.000 ,2.981 ,(1.525),4.741 ,(1.662),6.426 ,(1.075),3.000 ,(1.318),,3.868 ,(1.830),4.679 ,(1.673),0.000 ,2.811 ,(1.532),4.472 ,(1.782),5.942 ,(1.037),3.302 ,(0.992),,,
Vehicles,horsebox,4.451 ,(1.826),4.569 ,(1.769),1.923 ,3.392 ,(1.686),3.255 ,(1.383),6.060 ,(1.316),5.647 ,(1.508),,3.135 ,(1.910),4.500 ,(1.755),1.887 ,3.154 ,(1.487),3.058 ,(1.335),5.500 ,(1.435),3.981 ,(1.213),,,
Vehicles,hovercraft,4.811 ,(1.494),4.151 ,(1.524),0.000 ,3.019 ,(1.587),4.792 ,(1.485),5.588 ,(1.525),7.000 ,0.000 ,,4.113 ,(1.783),4.642 ,(1.533),0.000 ,2.906 ,(1.275),4.604 ,(1.364),5.415 ,(1.307),4.415 ,(1.064),,,
Vehicles,hydrofoil,4.760 ,(1.492),4.020 ,(1.635),7.407 ,2.880 ,(1.350),4.776 ,(1.585),5.490 ,(1.325),6.940 ,(0.314),,3.645 ,(1.907),3.548 ,(1.480),41.509 ,2.323 ,(0.979),4.714 ,(1.436),4.357 ,(1.420),5.935 ,(1.153),,,
Vehicles,hydroplane,4.128 ,(1.727),3.064 ,(1.552),11.321 ,2.213 ,(1.122),4.652 ,(1.479),4.783 ,(1.750),6.826 ,(0.608),,3.475 ,(1.569),3.050 ,(1.395),24.528 ,1.975 ,(0.974),4.618 ,(1.129),3.971 ,(1.465),5.775 ,(1.143),,,
Vehicles,jeep,5.315 ,(1.451),5.056 ,(1.583),0.000 ,3.630 ,(1.533),4.574 ,(1.585),6.075 ,(1.207),6.556 ,(0.816),,5.170 ,(1.464),5.396 ,(1.214),0.000 ,4.453 ,(1.462),4.245 ,(1.592),5.925 ,(1.107),4.057 ,(1.183),,,
Vehicles,jet,6.000 ,(1.259),5.111 ,(1.633),0.000 ,4.352 ,(1.875),4.963 ,(1.541),6.241 ,(1.164),6.963 ,(0.191),,5.264 ,(1.288),5.019 ,(1.500),0.000 ,4.000 ,(1.494),4.660 ,(1.454),5.755 ,(1.175),3.717 ,(1.133),,,
Vehicles,jet ski,3.635 ,(1.772),3.038 ,(1.533),3.704 ,2.327 ,(1.216),3.608 ,(1.563),4.922 ,(1.831),7.000 ,0.000 ,,2.943 ,(1.562),4.434 ,(1.461),0.000 ,3.113 ,(1.382),3.943 ,(1.336),5.132 ,(1.359),5.226 ,(1.235),,,
Vehicles,juggernaut,5.245 ,(1.592),4.500 ,(1.674),0.000 ,3.750 ,(1.667),4.396 ,(1.511),5.736 ,(1.318),6.981 ,(0.137),,3.800 ,(1.766),3.867 ,(1.546),15.094 ,3.133 ,(1.618),4.581 ,(1.180),4.860 ,(1.641),5.267 ,(1.452),,,
Vehicles,kayak,3.627 ,(1.685),3.451 ,(1.566),1.923 ,2.196 ,(1.059),3.040 ,(1.340),5.100 ,(1.741),6.286 ,(1.155),,3.080 ,(1.676),4.260 ,(1.664),5.660 ,2.840 ,(1.315),2.980 ,(1.020),5.260 ,(1.482),4.940 ,(1.300),,,
Vehicles,liner,6.019 ,(1.055),5.741 ,(1.231),0.000 ,3.796 ,(1.752),5.056 ,(1.459),6.509 ,(0.933),4.981 ,(1.460),,4.327 ,(1.676),4.224 ,(1.373),5.769 ,3.122 ,(1.218),4.563 ,(1.443),4.872 ,(1.377),4.510 ,(1.244),,,
Vehicles,lorry,6.741 ,(0.556),6.370 ,(0.938),0.000 ,6.259 ,(1.169),4.453 ,(1.671),6.528 ,(0.868),3.704 ,(1.462),,5.604 ,(1.523),6.000 ,(1.209),0.000 ,5.962 ,(1.220),3.623 ,(1.712),6.308 ,(1.001),2.321 ,(1.052),,,
Vehicles,microlight,3.432 ,(1.908),3.000 ,(1.764),31.481 ,2.297 ,(1.222),4.086 ,(1.597),5.000 ,(1.663),6.944 ,(0.333),,2.735 ,(1.601),3.235 ,(1.876),35.849 ,1.971 ,(0.937),4.806 ,(1.558),4.500 ,(1.626),6.353 ,(0.849),,,
Vehicles,milk float,4.833 ,(1.861),5.056 ,(1.676),0.000 ,3.611 ,(1.676),4.094 ,(1.713),5.963 ,(1.400),5.132 ,(1.665),,3.528 ,(1.957),5.226 ,(1.502),0.000 ,3.774 ,(1.637),3.717 ,(1.473),5.792 ,(1.335),3.340 ,(1.055),,,
Vehicles,minibus,5.870 ,(1.388),5.852 ,(1.295),0.000 ,5.370 ,(1.617),4.315 ,(1.490),6.500 ,(0.818),6.926 ,(0.328),,5.736 ,(1.227),6.038 ,(1.073),0.000 ,5.453 ,(1.324),3.736 ,(1.745),6.377 ,(0.882),3.642 ,(1.094),,,
Vehicles,monorail,3.824 ,(2.027),3.686 ,(1.703),3.774 ,2.373 ,(1.280),4.588 ,(1.458),5.588 ,(1.639),6.500 ,(0.953),,3.478 ,(1.773),3.783 ,(1.562),13.208 ,2.261 ,(1.201),4.152 ,(1.460),4.543 ,(1.260),5.761 ,(1.251),,,
Vehicles,moped,4.415 ,(1.622),4.302 ,(1.782),0.000 ,2.679 ,(1.173),4.415 ,(1.499),5.865 ,(1.372),6.906 ,(0.354),,4.827 ,(1.451),5.154 ,(1.334),0.000 ,4.077 ,(1.398),4.154 ,(1.474),5.827 ,(1.200),4.558 ,(1.178),,,
Vehicles,motorbike,6.000 ,(1.244),5.222 ,(1.550),0.000 ,4.574 ,(1.787),5.407 ,(1.536),6.481 ,(0.863),4.704 ,(1.562),,6.038 ,(1.037),5.755 ,(1.285),0.000 ,5.623 ,(1.362),5.132 ,(1.507),6.151 ,(1.099),3.038 ,(1.109),,,
Vehicles,motorboat,5.148 ,(1.280),4.926 ,(1.439),0.000 ,3.630 ,(1.418),4.074 ,(1.588),6.185 ,(1.065),4.741 ,(1.556),,4.208 ,(1.610),4.585 ,(1.447),0.000 ,3.170 ,(1.355),4.113 ,(1.235),5.170 ,(1.424),3.962 ,(1.109),,,
Vehicles,pantechnicon,4.814 ,(1.967),4.721 ,(1.804),18.868 ,3.667 ,(1.857),3.643 ,(1.445),6.024 ,(1.115),6.442 ,(1.140),,4.000 ,(1.732),3.000 ,(2.000),94.340 ,3.667 ,(2.309),2.500 ,(0.707),5.000 ,(1.414),6.667 ,(0.577),,,
Vehicles,pick-up,5.039 ,(1.624),4.647 ,(1.309),0.000 ,3.941 ,(1.618),3.941 ,(1.593),5.627 ,(1.536),6.788 ,(0.457),,4.245 ,(1.753),4.660 ,(1.652),0.000 ,3.585 ,(1.562),3.981 ,(1.599),5.558 ,(1.320),4.471 ,(1.405),,,
Vehicles,pram,5.736 ,(1.654),6.472 ,(0.868),0.000 ,5.226 ,(1.815),4.151 ,(1.586),6.604 ,(0.840),2.442 ,(1.378),,3.377 ,(1.983),5.585 ,(1.499),0.000 ,5.057 ,(1.634),3.750 ,(1.426),6.075 ,(1.253),1.792 ,(0.817),,,
Vehicles,raft,3.528 ,(1.804),3.981 ,(1.770),0.000 ,2.509 ,(1.187),2.717 ,(1.511),6.245 ,(1.191),5.113 ,(1.463),,3.308 ,(1.639),4.519 ,(1.627),0.000 ,2.769 ,(1.423),2.569 ,(1.237),5.471 ,(1.461),3.615 ,(0.820),,,
Vehicles,rickshaw,4.038 ,(1.726),4.346 ,(1.825),1.887 ,2.385 ,(1.140),3.712 ,(1.486),5.962 ,(1.414),6.058 ,(1.243),,2.974 ,(1.693),3.868 ,(1.695),26.923 ,2.368 ,(1.195),4.079 ,(1.302),4.553 ,(1.796),5.538 ,(1.393),,,
