category,word_english,typical_M_older,typical_SD_older,familiar_M_older,familiar_SD_older,unknown_percent_older,frequency_M_older,frequency_SD_older,visual_complex_M_older,visual_complex_SD_older,imagine_M_older,imagine_SD_older,aoa_M_older,aoa_SD_older,,typical_M_younger,typical_SD_younger,familiar_M_younger,familiar_SD_younger,unknown_percent_younger,frequency_M_younger,frequency_SD_younger,visual_complex_M_younger,visual_complex_SD_younger,imagine_M_younger,imagine_SD_younger,aoa_M_younger,aoa_SD_younger,,,
Instruments,snare drum,4.512 ,(1.764),3.674 ,(1.782),18.868 ,2.744 ,(1.663),2.975 ,(1.493),4.775 ,(1.901),6.718 ,(0.793),,4.920 ,(1.441),5.080 ,(1.639),5.660 ,3.920 ,(1.816),2.714 ,(1.099),5.571 ,(1.323),5.306 ,(1.388),,,
Instruments,sousaphone,3.919 ,(1.891),3.054 ,(1.699),31.481 ,1.838 ,(1.041),3.971 ,(1.660),4.618 ,(1.633),6.875 ,(0.421),,2.727 ,(1.954),2.091 ,(1.221),79.245 ,1.636 ,(1.027),5.286 ,(0.756),2.571 ,(1.512),6.818 ,(0.405),,,
Instruments,spinet,3.935 ,(1.794),3.435 ,(1.708),13.208 ,1.978 ,(0.931),4.739 ,(1.421),4.870 ,(1.614),6.756 ,(0.529),,3.333 ,(2.422),2.500 ,(1.378),88.679 ,1.500 ,(0.548),5.500 ,(1.291),3.250 ,(2.062),6.000 ,(1.265),,,
Instruments,synthesiser,3.929 ,(1.772),3.048 ,(1.794),19.231 ,2.500 ,(1.366),4.432 ,(1.608),4.444 ,(1.904),7.000 ,0.000 ,,4.481 ,(1.686),4.942 ,(1.720),1.887 ,3.712 ,(1.764),4.412 ,(1.699),5.314 ,(1.516),5.250 ,(1.493),,,
Instruments,tambourine,4.796 ,(1.509),4.759 ,(1.682),0.000 ,3.315 ,(1.588),3.074 ,(1.515),6.151 ,(1.392),4.741 ,(1.494),,5.038 ,(1.519),5.849 ,(1.183),0.000 ,3.849 ,(1.586),2.906 ,(1.362),6.358 ,(0.787),3.038 ,(1.073),,,
Instruments,timpani,4.918 ,(1.592),3.959 ,(1.707),9.259 ,3.204 ,(1.633),3.816 ,(1.509),5.388 ,(1.718),6.646 ,(0.887),,4.379 ,(1.781),4.793 ,(1.859),45.283 ,2.931 ,(1.602),3.600 ,(1.258),5.000 ,(1.443),5.862 ,(1.302),,,
Instruments,tin whistle,4.057 ,(1.791),4.189 ,(1.618),0.000 ,2.642 ,(1.317),2.943 ,(1.200),5.731 ,(1.548),4.941 ,(1.348),,4.469 ,(1.733),4.531 ,(1.473),7.547 ,3.163 ,(1.390),2.571 ,(0.913),5.367 ,(1.202),4.245 ,(1.347),,,
Instruments,tom-tom,4.167 ,(1.705),4.000 ,(1.701),9.434 ,2.313 ,(0.993),2.915 ,(1.412),5.489 ,(1.640),5.625 ,(1.438),,4.132 ,(1.818),4.342 ,(1.599),28.302 ,3.105 ,(1.448),3.054 ,(1.026),4.730 ,(1.387),4.595 ,(1.322),,,
Instruments,triangle,4.698 ,(1.659),5.075 ,(1.719),0.000 ,3.245 ,(1.720),2.415 ,(1.658),6.377 ,(1.197),5.396 ,(1.621),,4.283 ,(1.622),5.472 ,(1.422),0.000 ,3.434 ,(1.704),1.698 ,(1.102),6.642 ,(0.653),2.868 ,(0.810),,,
Instruments,trombone,6.151 ,(1.063),4.906 ,(1.535),1.852 ,3.925 ,(1.627),4.453 ,(1.395),6.113 ,(1.325),5.849 ,(1.081),,6.094 ,(0.946),5.226 ,(1.515),0.000 ,3.868 ,(1.494),4.423 ,(1.348),5.942 ,(0.998),3.943 ,(1.099),,,
Instruments,trumpet,6.519 ,(0.818),5.241 ,(1.577),0.000 ,4.185 ,(1.738),4.222 ,(1.525),6.352 ,(1.049),4.574 ,(1.409),,6.453 ,(0.722),5.925 ,(1.269),0.000 ,4.604 ,(1.446),4.170 ,(1.451),6.094 ,(1.181),3.321 ,(0.996),,,
Instruments,tuba,5.080 ,(1.748),4.280 ,(1.617),5.660 ,3.060 ,(1.544),4.265 ,(1.668),5.612 ,(1.511),6.469 ,(0.960),,5.226 ,(1.396),4.811 ,(1.594),0.000 ,3.453 ,(1.539),4.212 ,(1.405),5.192 ,(1.237),4.642 ,(1.302),,,
Instruments,tubular bell,3.667 ,(1.663),3.476 ,(1.798),19.231 ,2.325 ,(1.228),3.250 ,(1.463),5.025 ,(1.747),6.634 ,(0.968),,3.638 ,(1.916),3.681 ,(1.576),11.321 ,2.149 ,(0.955),3.511 ,(1.440),4.295 ,(1.564),5.478 ,(1.278),,,
Instruments,ukulele,5.019 ,(1.523),4.574 ,(1.561),0.000 ,2.796 ,(1.122),3.833 ,(1.526),6.000 ,(1.177),5.389 ,(1.188),,3.727 ,(1.835),3.318 ,(1.377),16.981 ,2.045 ,(0.939),3.813 ,(1.330),3.903 ,(1.640),5.455 ,(1.266),,,
Instruments,vibraphone,3.963 ,(2.261),2.630 ,(1.573),49.057 ,2.074 ,(1.035),3.870 ,(1.359),3.652 ,(1.774),6.917 ,(0.282),,3.696 ,(1.717),3.348 ,(1.921),56.604 ,2.130 ,(1.180),3.750 ,(1.342),3.500 ,(1.787),6.000 ,(1.380),,,
Instruments,viola,5.500 ,(1.407),4.481 ,(1.732),1.887 ,3.288 ,(1.625),4.212 ,(1.513),5.673 ,(1.556),6.288 ,(1.054),,5.176 ,(1.584),4.880 ,(1.520),3.846 ,3.600 ,(1.539),4.208 ,(1.352),5.542 ,(1.529),4.863 ,(1.510),,,
Instruments,violin,6.566 ,(0.665),5.811 ,(1.345),0.000 ,4.698 ,(1.825),4.660 ,(1.568),6.472 ,(0.846),4.547 ,(1.280),,6.547 ,(0.867),5.830 ,(1.438),0.000 ,4.830 ,(1.590),4.115 ,(1.542),6.434 ,(0.888),3.113 ,(1.031),,,
Instruments,whistle,4.556 ,(1.959),5.037 ,(1.659),0.000 ,3.491 ,(1.825),2.944 ,(1.420),6.019 ,(1.394),3.887 ,(1.527),,3.623 ,(1.842),5.377 ,(1.535),0.000 ,3.943 ,(1.586),2.698 ,(1.186),5.962 ,(1.073),2.868 ,(1.038),,,
Instruments,wobble board,2.690 ,(1.892),2.357 ,(1.545),47.170 ,1.643 ,(0.951),2.040 ,(1.241),4.192 ,(2.059),7.000 ,0.000 ,,2.263 ,(1.537),3.684 ,(1.544),28.302 ,2.316 ,(1.297),1.868 ,(1.044),4.974 ,(1.284),5.605 ,(1.285),,,
Instruments,xylophone,5.000 ,(1.808),4.717 ,(1.598),1.852 ,3.094 ,(1.390),4.377 ,(1.471),5.792 ,(1.511),5.887 ,(1.296),,5.132 ,(1.442),5.094 ,(1.608),0.000 ,3.358 ,(1.630),3.788 ,(1.433),5.788 ,(1.126),3.717 ,(1.406),,,
Instruments,zither,4.160 ,(1.888),3.220 ,(1.418),5.660 ,2.260 ,(1.192),4.021 ,(1.360),4.915 ,(1.730),6.755 ,(0.560),,3.111 ,(1.676),2.611 ,(1.819),66.038 ,2.294 ,(1.759),3.700 ,(1.160),4.200 ,(1.989),6.167 ,(1.543),,,
Jewellery,anklet,3.736 ,(1.831),3.635 ,(1.858),0.000 ,2.308 ,(1.094),2.700 ,(1.669),5.820 ,(1.574),6.745 ,(0.744),,4.151 ,(1.736),4.660 ,(1.786),0.000 ,3.415 ,(1.926),2.623 ,(1.042),5.340 ,(1.617),5.623 ,(1.404),,,
Jewellery,bangle,5.811 ,(1.360),5.698 ,(1.551),0.000 ,4.491 ,(1.967),3.094 ,(1.874),6.529 ,(0.857),3.500 ,(1.515),,5.736 ,(1.258),5.509 ,(1.353),0.000 ,4.792 ,(1.791),2.415 ,(1.486),6.264 ,(0.880),3.132 ,(1.161),,,
Jewellery,belly ring,2.979 ,(1.816),2.319 ,(1.369),11.321 ,1.723 ,(0.902),2.043 ,(1.285),5.065 ,(1.781),7.000 ,0.000 ,,4.038 ,(1.808),4.830 ,(1.878),0.000 ,4.057 ,(1.823),2.308 ,(1.307),5.808 ,(1.415),6.731 ,(0.598),,,
Jewellery,bracelet,6.278 ,(0.998),6.056 ,(1.295),0.000 ,5.389 ,(1.653),3.556 ,(1.755),6.472 ,(0.973),3.870 ,(1.567),,6.415 ,(0.770),6.113 ,(1.050),0.000 ,5.717 ,(1.364),2.981 ,(1.462),6.231 ,(1.096),3.020 ,(1.407),,,
Jewellery,brooch,6.389 ,(0.940),6.167 ,(1.314),0.000 ,5.648 ,(1.481),4.648 ,(1.834),6.519 ,(0.906),4.167 ,(1.551),,6.057 ,(1.099),5.528 ,(1.353),0.000 ,4.642 ,(1.711),3.712 ,(1.684),6.038 ,(1.055),3.679 ,(1.034),,,
Jewellery,chain,6.226 ,(1.012),5.943 ,(1.350),0.000 ,5.453 ,(1.647),3.462 ,(1.765),6.321 ,(1.268),5.481 ,(1.686),,6.333 ,(1.052),6.314 ,(1.010),0.000 ,6.098 ,(1.118),3.060 ,(1.621),6.540 ,(0.762),3.327 ,(1.281),,,
Jewellery,choker,5.093 ,(1.364),4.759 ,(1.670),0.000 ,3.537 ,(1.587),3.593 ,(1.596),6.074 ,(1.257),6.704 ,(0.690),,4.608 ,(1.919),5.137 ,(1.600),3.774 ,3.765 ,(1.784),2.961 ,(1.296),5.804 ,(1.184),5.569 ,(1.221),,,
Jewellery,crown,4.000 ,(2.086),4.373 ,(1.969),0.000 ,2.788 ,(1.661),4.811 ,(1.618),6.278 ,(1.054),3.889 ,(1.410),,3.509 ,(1.836),4.717 ,(1.657),0.000 ,3.075 ,(1.567),4.491 ,(1.489),5.887 ,(1.266),2.808 ,(1.138),,,
Jewellery,cuff link,5.340 ,(1.467),5.849 ,(1.336),0.000 ,4.000 ,(1.710),3.226 ,(1.502),6.226 ,(1.219),5.283 ,(1.769),,4.358 ,(1.606),5.094 ,(1.620),0.000 ,3.698 ,(1.526),2.811 ,(1.272),5.849 ,(1.262),4.846 ,(1.334),,,
Jewellery,earring,6.519 ,(0.818),6.352 ,(1.049),0.000 ,5.815 ,(1.543),3.692 ,(1.810),6.528 ,(0.890),5.241 ,(1.613),,6.792 ,(0.532),6.264 ,(1.129),0.000 ,6.226 ,(1.203),3.170 ,(1.837),6.255 ,(1.426),3.113 ,(1.103),,,
Jewellery,eyebrow ring,3.063 ,(1.884),2.583 ,(1.596),11.111 ,1.958 ,(1.010),1.978 ,(1.273),4.891 ,(2.203),6.864 ,(0.905),,4.038 ,(1.698),4.717 ,(1.668),0.000 ,4.113 ,(1.637),2.189 ,(1.257),6.038 ,(1.109),6.642 ,(0.710),,,
Jewellery,medallion,4.509 ,(1.613),4.830 ,(1.684),0.000 ,3.057 ,(1.262),3.462 ,(1.501),5.692 ,(1.591),6.264 ,(1.041),,4.245 ,(1.628),4.755 ,(1.518),0.000 ,3.094 ,(1.431),2.792 ,(1.183),5.623 ,(1.471),4.415 ,(1.200),,,
Jewellery,necklace,6.722 ,(0.596),6.556 ,(1.003),0.000 ,5.907 ,(1.444),4.148 ,(1.897),6.574 ,(0.742),4.074 ,(1.540),,6.827 ,(0.382),6.481 ,(0.939),0.000 ,6.442 ,(0.850),3.327 ,(1.757),6.588 ,(0.853),2.627 ,(0.937),,,
Jewellery,nose ring,3.449 ,(1.621),3.041 ,(1.527),9.259 ,2.531 ,(1.157),2.082 ,(1.498),5.755 ,(1.601),7.000 ,0.000 ,,4.038 ,(1.720),5.075 ,(1.567),0.000 ,4.340 ,(1.753),2.283 ,(1.350),6.038 ,(1.330),6.019 ,(1.248),,,
Jewellery,pendant,5.981 ,(1.141),5.833 ,(1.299),0.000 ,5.037 ,(1.682),4.167 ,(1.634),6.528 ,(0.868),5.849 ,(1.406),,5.462 ,(1.448),5.423 ,(1.613),1.887 ,4.827 ,(1.723),3.231 ,(1.352),5.788 ,(1.160),4.288 ,(1.486),,,
Jewellery,ring,6.792 ,(0.600),6.755 ,(0.731),0.000 ,6.604 ,(0.862),3.132 ,(2.131),6.755 ,(0.677),3.509 ,(1.564),,6.887 ,(0.320),6.717 ,(0.568),0.000 ,6.679 ,(0.673),2.415 ,(1.473),6.830 ,(0.545),2.604 ,(0.927),,,
Jewellery,tiara,4.574 ,(2.015),4.278 ,(1.806),0.000 ,2.815 ,(1.555),4.611 ,(1.698),6.204 ,(1.250),5.833 ,(1.328),,4.057 ,(1.895),4.604 ,(1.691),0.000 ,3.189 ,(1.570),4.462 ,(1.514),5.808 ,(1.189),4.245 ,(1.518),,,
Jewellery,tiepin,4.500 ,(1.724),5.278 ,(1.653),0.000 ,3.333 ,(1.873),2.815 ,(1.347),6.315 ,(1.130),4.889 ,(1.586),,3.549 ,(1.641),4.333 ,(1.657),3.774 ,2.961 ,(1.428),2.380 ,(1.048),5.160 ,(1.658),5.216 ,(1.331),,,
Jewellery,tongue stud,3.340 ,(1.902),2.460 ,(1.555),7.407 ,2.245 ,(1.315),2.388 ,(1.441),5.082 ,(1.801),7.000 ,0.000 ,,3.623 ,(1.842),4.698 ,(1.761),0.000 ,3.679 ,(1.603),2.245 ,(1.440),5.792 ,(1.261),6.792 ,(0.495),,,
Jewellery,watch,6.574 ,(1.002),6.685 ,(0.668),0.000 ,6.796 ,(0.528),4.741 ,(1.865),6.722 ,(0.738),3.704 ,(1.449),,5.925 ,(1.530),6.509 ,(0.869),0.000 ,6.679 ,(0.779),3.981 ,(1.658),6.698 ,(0.696),2.346 ,(0.789),,,
Tools,allen key,4.775 ,(1.954),4.675 ,(1.979),25.926 ,3.325 ,(1.927),2.711 ,(1.609),5.487 ,(1.684),7.000 ,0.000 ,,4.459 ,(1.773),5.162 ,(1.537),28.846 ,3.622 ,(1.754),2.250 ,(1.131),5.833 ,(1.320),5.703 ,(1.331),,,
Tools,anvil,4.698 ,(1.705),4.340 ,(1.931),1.852 ,2.642 ,(1.456),3.057 ,(1.486),5.849 ,(1.460),5.283 ,(1.511),,4.224 ,(1.817),4.184 ,(1.564),7.547 ,2.735 ,(1.335),2.804 ,(1.128),5.348 ,(1.269),5.104 ,(1.418),,,
Tools,awl,5.039 ,(1.685),4.725 ,(2.040),5.556 ,3.392 ,(1.866),2.702 ,(1.301),5.383 ,(1.800),6.040 ,(1.293),,4.250 ,(1.844),3.750 ,(2.049),69.811 ,2.750 ,(2.049),2.769 ,(1.363),5.077 ,(1.801),5.750 ,(1.438),,,
Tools,axe,6.115 ,(1.060),6.058 ,(1.320),0.000 ,4.192 ,(1.633),2.769 ,(1.554),6.519 ,(1.019),4.269 ,(1.646),,5.827 ,(1.115),5.673 ,(1.232),0.000 ,4.058 ,(1.650),2.519 ,(1.075),6.365 ,(0.908),3.327 ,(0.923),,,
Tools,blowlamp,5.074 ,(1.452),4.741 ,(1.803),0.000 ,2.944 ,(1.595),4.000 ,(1.454),5.870 ,(1.505),6.130 ,(1.260),,4.531 ,(1.781),4.184 ,(1.564),7.547 ,2.898 ,(1.571),3.688 ,(1.257),4.833 ,(1.492),5.327 ,(1.231),,,
Tools,bolt,4.640 ,(1.946),5.400 ,(1.702),5.660 ,4.440 ,(1.897),2.960 ,(1.603),5.800 ,(1.629),4.816 ,(1.716),,3.412 ,(2.071),5.132 ,(1.594),0.000 ,4.208 ,(1.758),2.212 ,(1.210),5.462 ,(1.614),3.887 ,(1.086),,,
Tools,brace,5.288 ,(1.525),4.635 ,(1.981),3.704 ,3.308 ,(1.956),3.600 ,(1.690),5.306 ,(1.862),5.804 ,(1.484),,3.538 ,(1.890),3.308 ,(1.608),26.415 ,2.179 ,(1.189),3.467 ,(1.525),3.733 ,(1.574),5.711 ,(1.354),,,
Tools,callipers,4.620 ,(1.883),4.320 ,(2.004),7.407 ,2.880 ,(1.698),3.229 ,(1.505),5.408 ,(1.593),6.620 ,(0.830),,4.281 ,(1.571),3.938 ,(1.413),39.623 ,2.969 ,(1.402),3.156 ,(1.051),4.750 ,(1.524),5.875 ,(1.212),,,
Tools,chain saw,5.481 ,(1.370),4.315 ,(1.789),0.000 ,2.889 ,(1.488),4.444 ,(1.475),5.519 ,(1.328),6.870 ,(0.584),,5.566 ,(1.185),5.151 ,(1.511),0.000 ,3.811 ,(1.665),4.226 ,(1.450),5.792 ,(1.246),4.264 ,(1.163),,,
Tools,chisel,6.315 ,(1.025),6.074 ,(1.315),0.000 ,4.611 ,(1.731),2.870 ,(1.428),6.593 ,(0.836),5.204 ,(1.433),,5.736 ,(1.227),5.057 ,(1.473),0.000 ,3.792 ,(1.610),2.321 ,(1.123),5.679 ,(1.384),4.245 ,(1.108),,,
Tools,clamp,5.315 ,(1.464),4.852 ,(1.720),0.000 ,3.407 ,(1.631),3.623 ,(1.457),5.667 ,(1.441),6.185 ,(1.183),,4.882 ,(1.740),4.745 ,(1.508),3.774 ,3.280 ,(1.526),3.078 ,(1.197),5.059 ,(1.287),5.039 ,(1.264),,,
Tools,claw hammer,6.327 ,(1.232),6.000 ,(1.469),1.887 ,4.549 ,(1.922),2.961 ,(1.523),6.412 ,(1.099),5.000 ,(1.709),,5.500 ,(1.670),4.935 ,(1.744),13.208 ,3.565 ,(1.772),2.955 ,(1.238),5.523 ,(1.532),4.545 ,(1.620),,,
Tools,clippers,5.340 ,(1.531),5.264 ,(1.443),1.852 ,4.151 ,(1.511),3.566 ,(1.587),6.075 ,(1.222),5.566 ,(1.658),,5.040 ,(1.538),4.940 ,(1.517),3.846 ,3.660 ,(1.465),2.980 ,(1.059),5.100 ,(1.313),4.540 ,(1.249),,,
Tools,coping saw,4.667 ,(1.848),3.250 ,(1.984),38.462 ,2.594 ,(1.701),3.185 ,(1.360),4.815 ,(1.665),6.793 ,(0.559),,4.640 ,(1.912),3.440 ,(1.828),52.830 ,2.600 ,(1.756),2.941 ,(1.144),4.588 ,(1.805),6.080 ,(1.288),,,
Tools,crowbar,5.093 ,(1.651),4.167 ,(1.871),0.000 ,2.981 ,(1.572),2.250 ,(1.297),5.774 ,(1.310),6.333 ,(1.149),,4.887 ,(1.695),4.887 ,(1.625),0.000 ,3.283 ,(1.634),2.038 ,(1.102),5.904 ,(1.176),4.811 ,(1.316),,,
Tools,dividers,4.391 ,(1.844),4.435 ,(1.962),14.815 ,2.739 ,(1.541),2.565 ,(1.259),5.435 ,(1.682),5.955 ,(1.160),,3.743 ,(1.990),3.943 ,(1.909),33.962 ,3.143 ,(2.017),2.643 ,(1.129),5.000 ,(1.466),5.543 ,(1.314),,,
Tools,drill,6.056 ,(1.309),5.796 ,(1.279),0.000 ,4.611 ,(1.764),4.148 ,(1.472),6.130 ,(1.150),5.481 ,(1.463),,6.358 ,(0.901),5.811 ,(1.429),0.000 ,4.415 ,(1.791),4.057 ,(1.447),6.115 ,(0.963),3.604 ,(1.115),,,
Tools,file,6.038 ,(1.315),6.019 ,(1.366),0.000 ,5.038 ,(1.829),2.604 ,(1.523),6.396 ,(1.115),5.038 ,(1.344),,5.509 ,(1.476),5.170 ,(1.438),0.000 ,3.962 ,(1.629),2.396 ,(1.132),5.623 ,(1.228),4.434 ,(1.366),,,
Tools,fret saw,5.315 ,(1.503),5.074 ,(1.612),0.000 ,3.333 ,(1.737),3.556 ,(1.550),5.889 ,(1.223),5.926 ,(1.344),,4.786 ,(1.813),3.107 ,(1.812),47.170 ,2.214 ,(1.500),3.421 ,(1.305),4.389 ,(1.914),6.259 ,(0.984),,,
Tools,gauge,4.736 ,(1.619),4.115 ,(1.700),1.887 ,3.096 ,(1.752),3.638 ,(1.481),5.149 ,(1.642),6.431 ,(0.831),,4.116 ,(1.762),3.558 ,(1.736),18.868 ,2.628 ,(1.676),3.167 ,(1.056),4.222 ,(1.570),5.667 ,(1.183),,,
Tools,glue gun,4.340 ,(2.006),3.780 ,(1.982),7.407 ,2.540 ,(1.528),3.422 ,(1.305),4.822 ,(1.556),7.000 ,0.000 ,,3.922 ,(1.820),4.275 ,(1.834),3.774 ,2.902 ,(1.603),3.438 ,(1.201),4.813 ,(1.964),5.882 ,(1.227),,,
Tools,grinder,4.818 ,(1.980),3.955 ,(1.842),15.385 ,2.795 ,(1.579),3.550 ,(1.616),4.800 ,(1.829),6.333 ,(1.119),,4.366 ,(1.841),3.902 ,(1.758),21.154 ,2.683 ,(1.474),3.571 ,(1.558),4.571 ,(1.703),5.525 ,(1.198),,,
Tools,hacksaw,5.653 ,(1.437),5.224 ,(1.611),5.769 ,3.959 ,(1.814),3.082 ,(1.484),5.792 ,(1.529),5.755 ,(1.451),,5.481 ,(1.306),5.058 ,(1.335),1.887 ,3.577 ,(1.576),2.824 ,(1.144),5.706 ,(1.221),4.863 ,(1.217),,,
Tools,hammer,6.788 ,(0.498),6.692 ,(0.781),0.000 ,6.038 ,(1.313),2.961 ,(1.685),6.615 ,(0.993),3.596 ,(1.563),,6.679 ,(0.827),6.566 ,(0.821),0.000 ,5.547 ,(1.501),2.472 ,(1.219),6.755 ,(0.551),2.774 ,(0.974),,,
Tools,hatchet,5.788 ,(1.499),5.692 ,(1.603),1.887 ,3.788 ,(1.903),2.769 ,(1.592),6.250 ,(1.219),4.549 ,(1.433),,4.800 ,(1.525),4.240 ,(1.709),5.660 ,2.840 ,(1.621),2.604 ,(0.917),5.188 ,(1.539),5.102 ,(1.279),,,
Tools,hoe,6.074 ,(1.007),5.889 ,(1.355),0.000 ,4.889 ,(1.808),2.630 ,(1.470),6.340 ,(1.143),4.736 ,(1.677),,5.176 ,(1.658),4.745 ,(1.611),3.774 ,3.098 ,(1.404),2.412 ,(0.779),5.490 ,(1.419),4.196 ,(1.200),,,
Tools,hose,4.547 ,(1.986),5.925 ,(1.412),0.000 ,4.698 ,(1.739),2.642 ,(1.582),6.245 ,(1.299),4.679 ,(1.696),,3.396 ,(1.812),5.698 ,(1.153),0.000 ,4.132 ,(1.507),1.887 ,(0.891),6.113 ,(1.068),3.113 ,(1.013),,,
Tools,jack,5.444 ,(1.656),5.407 ,(1.486),0.000 ,3.528 ,(1.612),4.130 ,(1.518),5.815 ,(1.506),6.377 ,(1.113),,4.962 ,(1.692),4.904 ,(1.575),1.887 ,3.788 ,(1.625),3.580 ,(1.386),5.440 ,(1.343),4.647 ,(1.440),,,
Tools,jigsaw,4.723 ,(1.802),4.319 ,(1.946),12.963 ,3.277 ,(1.778),4.244 ,(1.873),5.196 ,(1.628),6.318 ,(1.235),,4.569 ,(1.982),4.569 ,(1.792),3.774 ,3.471 ,(1.579),4.500 ,(1.426),5.044 ,(1.758),5.098 ,(1.723),,,
Tools,lathe,5.216 ,(1.346),4.431 ,(1.868),5.556 ,2.863 ,(1.549),4.457 ,(1.516),5.600 ,(1.372),6.440 ,(0.787),,4.968 ,(1.378),4.097 ,(1.513),41.509 ,2.613 ,(1.745),4.333 ,(1.711),4.458 ,(1.841),6.033 ,(1.098),,,
Tools,lawn mower,5.925 ,(1.385),6.245 ,(1.072),0.000 ,5.519 ,(1.488),4.412 ,(1.590),6.442 ,(1.092),4.698 ,(1.856),,4.849 ,(1.610),5.792 ,(1.133),0.000 ,4.774 ,(1.577),4.566 ,(1.394),6.113 ,(0.934),3.377 ,(1.042),,,
Tools,mallet,5.463 ,(1.538),5.296 ,(1.609),0.000 ,3.741 ,(1.944),2.519 ,(1.437),6.167 ,(1.161),5.593 ,(1.421),,5.340 ,(1.255),5.057 ,(1.622),0.000 ,3.528 ,(1.671),2.245 ,(1.017),5.698 ,(1.295),4.377 ,(1.078),,,
Tools,micrometer,4.244 ,(1.908),3.732 ,(2.247),22.642 ,2.537 ,(1.733),4.371 ,(1.987),4.829 ,(2.051),6.694 ,(0.668),,3.783 ,(1.731),3.130 ,(2.007),55.769 ,2.609 ,(1.803),3.611 ,(1.195),4.667 ,(1.749),6.826 ,(0.491),,,
Tools,monkey wrench,5.188 ,(1.607),4.042 ,(1.725),11.111 ,2.875 ,(1.684),3.717 ,(1.530),4.956 ,(1.637),6.370 ,(1.271),,5.310 ,(1.405),4.071 ,(1.455),20.755 ,3.071 ,(1.504),3.513 ,(1.144),4.868 ,(1.630),5.571 ,(1.252),,,
Tools,nail,5.712 ,(1.893),6.615 ,(0.844),1.887 ,5.904 ,(1.376),2.288 ,(1.730),6.615 ,(0.911),3.549 ,(1.433),,4.302 ,(2.232),6.226 ,(0.993),0.000 ,5.340 ,(1.493),1.698 ,(1.067),6.566 ,(0.844),3.000 ,(0.886),,,
Tools,nut,5.019 ,(1.855),5.830 ,(1.411),1.852 ,5.000 ,(1.871),2.712 ,(1.637),6.192 ,(1.253),4.058 ,(1.614),,3.077 ,(1.979),5.692 ,(1.164),1.887 ,4.885 ,(1.423),2.250 ,(1.153),6.038 ,(1.220),3.481 ,(1.306),,,
Tools,paintbrush,5.704 ,(1.667),6.481 ,(0.986),0.000 ,5.500 ,(1.563),3.000 ,(1.614),6.611 ,(0.763),4.074 ,(1.564),,5.231 ,(1.604),6.173 ,(1.115),0.000 ,5.135 ,(1.560),2.635 ,(1.221),6.596 ,(0.748),2.365 ,(1.030),,,
Tools,pencil,5.370 ,(1.955),6.759 ,(0.581),0.000 ,6.648 ,(0.756),2.407 ,(1.608),6.660 ,(0.758),2.630 ,(1.233),,4.000 ,(2.010),6.528 ,(0.799),0.000 ,6.566 ,(0.747),1.830 ,(1.069),6.604 ,(0.987),1.942 ,(0.725),,,
Tools,penknife,5.685 ,(1.515),6.259 ,(1.049),0.000 ,5.037 ,(1.812),3.444 ,(1.586),6.537 ,(0.840),4.189 ,(1.360),,4.623 ,(1.620),5.736 ,(1.179),0.000 ,4.623 ,(1.547),3.906 ,(1.535),6.057 ,(1.027),3.887 ,(1.050),,,
Tools,pick,5.667 ,(1.505),5.370 ,(1.825),0.000 ,3.574 ,(1.797),2.722 ,(1.559),6.130 ,(1.467),5.352 ,(1.662),,5.020 ,(1.772),4.353 ,(1.635),3.774 ,2.961 ,(1.469),2.647 ,(0.976),5.039 ,(1.697),4.660 ,(1.334),,,
Tools,pickaxe,5.827 ,(1.368),5.365 ,(1.585),3.704 ,3.519 ,(1.663),2.692 ,(1.449),6.327 ,(1.200),5.288 ,(1.513),,5.170 ,(1.411),4.736 ,(1.430),0.000 ,3.302 ,(1.353),2.491 ,(1.049),5.358 ,(1.331),4.340 ,(0.979),,,
Tools,pincers,5.396 ,(1.485),5.075 ,(1.627),1.852 ,3.717 ,(2.023),2.981 ,(1.366),5.830 ,(1.424),5.830 ,(1.516),,4.326 ,(1.822),3.581 ,(1.592),17.308 ,2.907 ,(1.428),2.905 ,(1.144),4.220 ,(1.681),5.372 ,(1.291),,,
Tools,plane,6.000 ,(1.082),5.574 ,(1.585),0.000 ,4.000 ,(1.883),3.556 ,(1.488),6.296 ,(0.983),5.574 ,(1.283),,5.118 ,(1.545),4.824 ,(1.438),3.774 ,3.157 ,(1.528),3.020 ,(1.241),5.176 ,(1.519),5.180 ,(1.240),,,
Tools,pliers,6.352 ,(0.994),6.204 ,(1.122),0.000 ,5.352 ,(1.639),3.444 ,(1.396),6.519 ,(0.841),4.698 ,(1.381),,6.075 ,(0.937),5.623 ,(1.274),0.000 ,4.698 ,(1.682),2.943 ,(1.134),5.925 ,(1.238),3.962 ,(1.120),,,
Tools,plumb line,4.849 ,(1.812),5.189 ,(1.699),1.852 ,3.340 ,(1.911),2.585 ,(1.634),6.113 ,(1.311),6.019 ,(1.152),,4.000 ,(1.502),3.900 ,(1.499),24.528 ,2.650 ,(1.610),2.342 ,(1.047),4.658 ,(1.921),5.750 ,(1.256),,,
Tools,punch,4.712 ,(1.661),4.885 ,(1.811),1.887 ,3.308 ,(1.721),2.712 ,(1.625),5.843 ,(1.502),6.196 ,(1.096),,3.932 ,(1.757),5.205 ,(1.374),16.981 ,4.432 ,(1.676),3.070 ,(1.438),5.512 ,(1.404),4.864 ,(1.340),,,
