word_english,arousal_LSA_M,arousal_norms_M,concrete_LSA_M,concrete_norms_M,dominate_LSA_M,dominate_norms_M,imagine_LSA_M,imagine_norms_M,valence_LSA_M,valence_norms_M
thence,5.32,,3.79,,5.3,,4.31,,5.77,
theologian,5.2,,3.48,4.4,5.21,,4.25,3.81,5.61,
theological,5.2,,3.53,,5.43,,4.23,,5.9,
theology,5.25,,3.39,,5.52,,4.1,,6.15,
theorem,4.71,,3.83,,5.27,,4.31,,5.7,
theoretical,4.88,,3.09,,5.71,,3.6,,6.33,
theoretically,5.19,,2.65,,5.41,,3.11,,5.91,
theorist,5.23,,2.92,,5.72,,3.5,,6.28,
theorize,4.86,,3.22,,5.13,,3.64,,5.65,
theory,4.96,4.62,3.16,2.66,5.59,4.88,3.63,3.08,6.21,5.3
therapeutic,5.47,,3.69,,4.25,,4.29,,3.93,
therapist,5.32,,3.94,,4.36,,4.39,,4.1,
therapy,5.3,,3.9,,4.01,,4.37,,3.46,
there,5.13,,3.66,,5.07,,4.16,,5.52,
thereafter,5.41,,3.35,,5.25,,3.8,,5.01,
thereby,5.1,,3.05,,5.08,,3.36,,5.34,
therefore,4.93,,3.08,,5.57,,3.26,,6.2,
therein,5.08,,3.61,,5.12,,3.83,,5.12,
thereof,4.96,,3.7,,5.32,,3.86,,5.29,
thereupon,5.42,,3.79,,5.11,,4.21,,5.28,
thermal,4.88,,4.79,,4.88,,4.83,,4.53,
thermodynamic,4.66,,3.82,,4.88,,4.18,,4.89,
thermodynamics,4.58,,3.61,,5.11,,4.06,,5.59,
thermometer,4.51,3.79,4.92,6.54,4.89,4.39,5.22,5.78,5.06,4.73
thermonuclear,5.59,,4.57,,4.8,,4.97,,4.63,
thermoplastic,4.46,,5.23,,5.14,,4.79,,5.3,
thermos,4.35,,5.98,,5.12,,5.88,,5.81,
thermosetting,4.49,,5.34,,5.19,,4.89,,5.43,
thermostat,4.56,,4.93,,4.95,,4.98,,5.05,
thesaurus,4.58,,4.26,,5.34,,4.28,,5.75,
these,5.22,,3.65,,5.78,,3.8,,6.44,
thesis,4.82,,3.59,,5.39,,3.93,,5.78,
they,5.34,,3.79,,5.31,,4.26,,5.84,
thiamine,4.64,,5.28,,5,,5.08,,5.07,
thick,4.46,,5.55,,4.9,,5.34,,5.2,
thicken,4.52,,5.7,,5.06,,5.4,,5.37,
thicket,4.8,,5.69,6.11,4.8,,5.46,4.84,5.02,
thickly,4.41,,5.13,,5.04,,5.38,,5.41,
thickness,4.35,,4.92,,5.06,,4.73,,5.17,
thief,5.76,6.89,4.14,5.32,4.38,3.79,4.61,5.13,3.61,2.13
thigh,4.79,,5.55,,4.85,,5.34,,4.79,
thimble,4.3,,4.43,,4.85,,4.44,,5.12,
thin,4.52,,5.31,,5.21,,5.08,,5.54,
thine,5.33,,3.69,,5.14,,4.71,,5.27,
thing,5.55,,3.61,,5.52,,4.18,,5.75,
think,5.41,,3.47,,5.01,,4.21,,5.07,
thinker,5.26,,2.84,4.11,5.76,,3.68,4.11,6.23,
thinking,5.23,,3.05,,5.85,,3.61,,6.7,
thinly,4.92,,5.3,,5.08,,5.24,,5.31,
thinness,4.3,,5.22,,5.04,,5.2,,5.58,
third,5.29,,3.51,,5.44,,3.99,,5.74,
third-grade,5.22,,4.48,,5.39,,4.76,,6.33,
third-party,5.64,,4.01,,4.95,,4.36,,5.14,
third-world,4.88,,3.96,,4.88,,4.41,,4.94,
thirst,5.18,,4.34,,4.55,,5.24,,4.42,
thirsty,4.55,,5.73,,4.81,,5.69,,5.06,
thirteen,5.48,,3.98,,5.52,,4.67,,5.7,
thirteenth,5.35,,4.26,,5.7,,4.43,,6.32,
thirty,5.32,,4.02,,5.07,,4.69,,5.21,
thirty-seven,5.46,,4.32,,5.64,,4.87,,6.03,
thirty-three,5.47,,4.36,,5.68,,4.84,,6.36,
this,5.2,,3.52,,5.54,,3.82,,5.98,
thistle,4.72,,5.47,6.46,5.1,,5.11,6.3,5.64,
thitherward,5.32,,3.94,,5.2,,4.63,,5.6,
thong,4.8,,5.85,5.69,4.91,,5.47,4.54,4.9,
thoracic,4.92,,5.14,,4.67,,5.02,,4.64,
thorax,5.08,,5.69,,4.51,,5.33,,4.15,
thorn,4.93,5.14,5.99,,4.86,4.45,5.47,,4.99,3.64
thorny,4.64,,5.69,,4.9,,5.38,,5.19,
thorough,5.21,,3.4,,5.49,,3.67,,6.03,
thoroughbred,5.06,,5.57,,5.49,,5.34,,6.32,
thoroughfare,4.6,,5.35,,4.76,,5.26,,5.11,
thoroughly,4.72,,4.29,,5.2,,4.61,,5.44,
thoroughness,4.85,,4.39,,4.91,,4.66,,5.04,
those,5.08,,3.08,,5.53,,3.7,,5.9,
thou,5.21,,3.85,,4.95,,4.68,,4.81,
though,5.06,,3.12,,5.12,,3.98,,5.47,
thought,5.4,4.83,2.98,2.66,5.02,6.02,4.06,3.78,5.24,6.39
thoughtful,5.23,5.72,3.36,,5.46,5.61,4.46,,6.34,7.65
thoughtfully,5.35,,3.93,,5.33,,4.53,,5.96,
thoughtless,5.41,,3.31,,5.01,,4.22,,5.25,
thousand,5.4,,4.02,,5.25,,4.67,,5.22,
thousandth,4.22,,4.39,,5.03,,4.51,,5.28,
thrash,5.66,,4.67,,4.81,,5.21,,4.25,
thrashing,5.42,,5.34,,4.8,,5.24,,4.96,
thread,4.57,,5.74,6.4,5.02,,5.22,5.86,5.3,
threadbare,4.84,,5.28,,5.23,,5.18,,5.81,
threadlike,4.67,,5.18,,4.66,,4.81,,4.45,
threat,5.88,,3.52,3.43,4.56,,4.18,4.41,3.64,
threaten,5.88,,3.44,,4.75,,4.26,,3.83,
threatening,5.86,,4.39,,4.65,,4.84,,3.74,
three,5.05,,3.69,,5.37,,4.25,,5.85,
three-cornered,4.84,,5.77,,5.09,,5.55,,5.3,
three-day,5.66,,4.95,,5.43,,5.09,,5.68,
three-dimensional,4.77,,4.44,,5.39,,4.47,,6.11,
three-fourth,4.55,,4.49,,5.16,,4.35,,5.72,
three-month,5.53,,4.03,,4.84,,4.41,,5.07,
three-part,4.8,,5,,4.86,,4.94,,4.96,
three-quarter,4.65,,5.05,,5.13,,5.18,,5.59,
three-story,4.38,,5.55,,4.84,,5.2,,5.04,
three-year,5.31,,3.54,,4.73,,4.08,,4.62,
three-year-old,5.01,,4.06,,5.16,,4.89,,5.88,
thresh,4.29,,5.98,,5.21,,5.61,,5.4,
threshold,5.48,,3.68,,5.34,,4.08,,5.92,
thrice,5.41,,3.84,,4.77,,4.6,,4.13,
thrift,5.36,,3.89,,5.59,,4.1,,6.17,
thrifty,4.98,,4.13,,5.4,,4.48,,5.78,
thrill,5.75,8.02,3.37,3.17,5.93,6.54,4.54,4.89,7.07,8.05
thrilling,5.85,,3.81,,5.89,,4.8,,6.89,
thrive,4.94,,3.67,,5.47,,4.24,,6.01,
thriving,5.13,,4.44,,5.59,,4.81,,6.13,
throat,4.82,,5.02,,4.32,,5.2,,3.6,
throb,5.17,,4.66,,4.61,,5.33,,4.55,
throes,5.45,,3.06,,4.22,,4.05,,3.48,
throne,5.29,,4.68,,5.79,,4.83,,6.45,
throng,5.11,,4.24,,5.32,,4.89,,6.02,
throttle,4.7,,4.97,,4.79,,4.92,,4.82,
through,4.77,,4.2,,5,,4.52,,5.3,
throughout,5.18,,3.27,,5.75,,3.61,,6.49,
throw,5.56,,4.78,3.89,5.04,,5.21,4.73,4.46,
throwaway,4.7,,5.26,,4.9,,4.85,,4.19,
thrower,5.86,,5.51,,5.08,,5.46,,4.54,
thrush,4.48,,5.69,,5.07,,5.53,,5.95,
thrust,5.04,,5.14,,5.02,,5.28,,4.78,
thud,5.39,,4.58,,4.78,,5.18,,4.51,
thug,6.07,,4.3,,4.21,,4.91,,3.03,
thumb,4.45,,5.67,6.77,4.92,,5.39,6.05,4.93,
thumbnail,4.57,,5.29,,5.06,,5.21,,5.32,
thumbtack,4.15,,5.56,,4.91,,5.41,,5.19,
thump,5.05,,5.02,,5,,5.29,,5.3,
thumping,5.3,,4.62,,4.98,,5.11,,5.18,
thunder,5.63,,4.65,,4.63,,5.48,,4.31,
thunderbolt,5.99,,3.99,,5.17,,4.47,,5.08,
thundering,6.08,,4.49,,4.81,,5.26,,4.37,
thunderous,5.74,,4.47,,4.5,,5.29,,3.9,
thunderstorm,5.45,,5.07,,4.57,,5.45,,4.4,
thus,5.11,,2.91,,5.53,,3.21,,6.15,
thwart,5.31,,2.79,,5.47,,3.62,,5.89,
thymus,4.94,,4.33,,4.88,,4.19,,4.46,
thyroid,5.22,,4.6,,4.91,,4.47,,4.67,
thyroxine,5.12,,4.58,,4.88,,4.46,,4.64,
tic,4.85,,5.47,,5.27,,5.41,,5.43,
tick,4.91,,4.73,,4.78,,5.06,,4.92,
ticket,5.06,,5.04,6.2,5.47,,4.99,6.22,6.31,
tickle,5.32,,4.88,,4.88,,5.21,,5.05,
tickler,4.76,,4.68,,4.83,,4.56,,4.99,
tidal,5.2,,5.54,,4.94,,5.46,,5.64,
tidbit,5.13,,5.75,,5.05,,5.46,,5.49,
tide,5.14,,5.9,5.29,4.81,,5.74,5.62,5.59,
tidewater,4.93,,5.1,,5.17,,4.96,,5.52,
tidings,5.7,,3.75,,5,,4.84,,4.89,
tidy,4.22,3.98,5.42,,5.12,5.49,5.35,,5.53,6.3
tie,4.69,,5.82,,5.24,,5.44,,5.6,
tier,4.36,,5.22,,4.95,,4.75,,5.03,
tiger,5.72,,5.72,,4.91,,5.48,,4.78,
tight,4.82,,5.35,,5,,5.34,,5.3,
tighten,4.53,,5.47,,4.87,,5.15,,4.9,
tightly,4.51,,5.52,,5.05,,5.39,,5.34,
tightness,4.53,,5.21,,5.09,,5.1,,5.34,
tightrope,5.35,,4.24,,5.5,,4.91,,6.33,
tights,4.99,,5.97,,5.48,,5.58,,6.19,
tile,4.32,,5.51,,5.02,,4.94,,5.16,
till,5.18,,4.14,,4.98,,4.61,,4.9,
tiller,5.01,,5.58,,4.86,,5.22,,5.1,
tilt,4.57,,4.8,,5.26,,5.41,,6.02,
tilted,4.47,,4.52,,4.98,,4.93,,5.42,
timber,4.66,,5.81,6.09,4.97,,5.39,5.59,4.87,
timberland,4.98,,5.66,,4.92,,5.32,,4.79,
time,5.24,4.64,3.57,,5.4,4.63,4.22,,5.85,5.31
time-consuming,4.98,,3.87,,5.55,,4,,6.15,
time-saving,4.62,,4.56,,5.42,,4.31,,5.77,
timekeeper,4.82,,4.42,,5.42,,4.95,,6.43,
timeless,5.43,,3.24,,5.43,,4.3,,5.58,
timely,5,,3.87,,4.93,,4,,4.94,
timepiece,4.58,,4.73,,5.02,,5.16,,5.78,
timer,4.77,,4.59,,5.51,,4.62,,6.2,
timetable,4.93,,4.26,,4.89,,4.61,,5.1,
timid,5.19,4.11,4.19,,5,3.09,4.91,,5.25,3.86
timidly,4.85,,4.84,,4.66,,5.09,,4.58,
timing,5.39,,3.66,,5.46,,4.07,,5.97,
tin,4.31,,6.08,6.26,5.21,,5.5,5.38,5.59,
tincture,5.27,,4.91,,4.76,,4.78,,4.56,
tinfoil,4.6,,5.19,,4.98,,5.03,,5.07,
ting,5.19,,4.3,3.51,5.66,,4.65,3.22,6.59,
tinge,5.27,,4.21,,4.57,,4.8,,4.09,
tingle,5.11,,4.37,,5.04,,5.07,,5.31,
tinker,4.81,,4.82,,5.27,,4.93,,5.79,
tinkering,4.86,,4.95,,4.86,,5.07,,4.83,
tinkle,5.02,,5.15,,5.55,,5.56,,6.92,
tinkling,5.11,,4.83,,5.29,,5.49,,6.16,
tinsel,5.24,,5.11,,5.36,,5.27,,5.76,
tint,4.69,,5.42,,5.46,,5.42,,6.09,
tiny,4.76,,5.26,,4.93,,5.04,,5.09,
tip,4.51,,5.44,4.74,5.1,,5.19,4.81,5.29,
tipi,4.92,,5.69,,5.09,,5.48,,5.47,
tiptoe,4.37,,5.29,,4.96,,5.57,,5.49,
tire,5.18,,3.83,,4.96,,4.57,,4.98,
tired,4.89,,4.31,,4.75,,5.04,,4.89,
tiredness,5.4,,3.56,,4.05,,4.45,,3.2,
tireless,4.98,,3.59,,4.76,,4.74,,4.55,
tirelessly,5.45,,3.67,,5.41,,4.43,,5.68,
tiresome,5.34,,3.59,,5.33,,4.47,,5.98,
titan,5.7,,4.02,,5.49,,4.5,,6.11,
titanic,5.46,,5.61,,4.83,,5.36,,4.91,
title,4.67,,4.73,3.89,5.52,,4.59,4.19,6.19,
titrant,4.88,,4.79,,5.3,,4.63,,5.32,
titrate,4.93,,4.92,,5.24,,4.66,,5.26,
titration,4.8,,4.86,,5.27,,4.64,,5.33,
to,5.14,,3.58,,5.33,,4,,5.73,
toad,5.38,,5.89,,4.88,,5.53,,4.75,
toast,4.35,,6.35,,5.23,,6.06,,5.81,
toaster,4.49,,5.35,,5.19,,5.25,,5.73,
tobacco,4.94,4.83,4.81,6.57,4.66,4.08,4.77,6.13,4.3,3.28
toboggan,5.55,,4.82,,5.22,,5.27,,5.57,
today,5.22,,3.57,,5.73,,4.18,,6.54,
toddler,5.19,,3.61,,5.06,,4.46,,5.95,
toe,4.48,,5.77,6.49,5.08,,5.51,6.11,5.27,
toenail,4.23,,5.37,,4.96,,5.22,,4.94,
together,5.13,,4.3,,5.62,,4.54,,6.19,
togetherness,5.74,,3.83,,5.32,,4.65,,5.9,
toil,5.54,,3.69,,5.24,,4.65,,5.06,
toilet,4.89,,4.89,,4.87,,4.67,,4.44,
token,5.23,,3.66,4.83,5.1,,3.9,4.22,5.27,
tolerable,5.4,,3.02,,5.61,,3.79,,6.17,
tolerance,5.37,,3.67,,4.19,,4.43,,3.37,
tolerant,5.23,,2.91,,5.56,,3.77,,5.7,
tolerate,5.42,,2.81,,5.13,,3.49,,4.85,
toleration,4.99,,3.48,,5.38,,4.3,,5.74,
toll,4.88,,4.64,,5.15,,4.71,,5.37,
tomahawk,5.79,,5.11,,4.53,,5.29,,3.74,
tomato,4.58,,6.4,,5.29,,5.98,,6.04,
tomb,5.01,4.73,5.33,6.06,5.02,3.72,5.27,5.92,5.33,2.94
tombstone,4.99,,4.97,,5.3,,5.24,,5.58,
tomorrow,5.21,,4.23,,5.35,,4.95,,6.17,
tonal,4.87,,4.91,,5.62,,5.12,,6.6,
tone,4.89,,3.78,,5.41,,4.16,,6.28,
tong,4.41,,5.76,,4.97,,5.39,,4.83,
tongue,4.86,,5.31,,4.68,,5.32,,4.39,
tongue-tied,5.37,,3.46,,4.63,,4.45,,4.25,
tonic,5.17,,4.77,,4.96,,5.09,,5.43,
tonight,5.07,,4.36,,5.25,,5.2,,6.12,
tonne,4.7,,5.39,,5.14,,4.97,,5.2,
tonsil,5.01,,5.01,,4.19,,4.95,,3.42,
too,5.45,,3.58,,5.13,,4.31,,5.41,
tool,4.76,4.33,5.44,6.17,5.07,5.67,5.15,5.41,5.1,5.19
toot,5.27,,5.2,,5.15,,5.37,,5.83,
tooth,5.14,,4.92,,4.55,,5.03,,4.29,
toothache,5,5.55,4.63,,4.42,3.9,4.84,,4.15,1.98
toothbrush,4.92,,4.76,,4.82,,4.9,,4.93,
toothed,5.08,,5.66,,4.68,,5.33,,4.64,
toothless,4.84,,5.65,,4.7,,5.46,,4.56,
toothpaste,4.81,,5.07,,5.14,,4.98,,5.44,
toothpick,4.16,,5.54,,4.9,,5.41,,5.09,
top,4.56,,5.16,,4.92,,5.08,,5.11,
topaz,5.4,,5.51,,5.41,,5.36,,6.4,
topic,4.97,,3.92,3.69,5.59,,4.07,4,6.01,
topical,4.98,,3.7,,4.93,,3.84,,5.17,
topmost,4.59,,5.61,,4.94,,5.44,,5.38,
topographic,4.44,,4.73,,5.31,,4.86,,5.9,
topography,4.66,,5.08,,4.93,,5.12,,5.61,
topos,4.34,,4.5,,5.44,,4.51,,5.95,
topple,5.74,,4.81,,5.06,,5.32,,4.64,
topsoil,4.43,,5.7,,4.87,,5.39,,4.85,
torch,5.03,,4.81,,4.94,,5.45,,4.83,
torment,5.52,,3.63,2.8,4.51,,4.91,3.92,3.76,
tormentor,5.61,,4.07,,4.86,,4.77,,4.59,
torn,4.75,,5.24,,4.94,,5.36,,5.05,
tornado,5.56,6.83,4.89,,4.47,4.3,5.35,,4.28,2.55
torpedo,6.03,,5.28,,4.48,,5.2,,4.09,
torque,4.63,,4.78,,5.07,,4.79,,5.26,
torrent,5.27,,4.83,,4.52,,5.37,,4.37,
torrential,4.92,,5.54,,4.76,,5.4,,4.88,
torso,4.79,,5.74,,4.97,,5.42,,5.14,
tort,5.19,,3.65,,4.25,,4.1,,3.88,
tortilla,4.56,,6.23,,5.27,,5.82,,6.1,
tortoise,5.24,,5.55,,4.91,,5.28,,5.16,
tortuous,5.73,,3.84,,4.76,,4.54,,3.96,
torture,6.17,6.1,3.35,4.49,4.37,3.33,4.59,5.86,2.96,1.56
toss,5.29,,4.98,,5.11,,5.22,,5.33,
total,4.92,,4.18,,5.46,,4.18,,6.18,
totalitarian,5.37,,3.24,,5.5,,4.03,,5.47,
totalitarianism,5.76,,3.36,,5.22,,4.16,,4.97,
totality,5.21,,2.99,,5.65,,3.78,,5.98,
totally,5.26,,2.8,,5.25,,3.29,,5.64,
tote,4.85,,5.57,,4.74,,5.42,,4.67,
totem,4.88,,5.85,,5.4,,5.63,,5.82,
totter,4.98,,4.85,,5.01,,5.17,,5.28,
touch,4.75,,5.11,4.26,5.08,,5.12,4.62,5.51,
touchdown,5.35,,5.17,,5.69,,5.14,,6.07,
touching,4.9,,4.77,,5.02,,4.98,,5.23,
touchy,5.35,,4.42,,4.56,,4.77,,4.06,
tough,5.43,,4.24,,5.15,,4.63,,4.9,
toughen,4.91,,5.16,,5.29,,5.25,,5.87,
toughness,5.55,,3.78,,5.97,,4.37,,6.12,
tour,5.44,,4.08,,5.9,,4.87,,6.76,
tourism,5.17,,3.93,,5.25,,4.22,,5.65,
tourist,5.03,,5.17,,5.62,,5.38,,6.57,
tournament,5.53,,4.9,,6,,4.98,,6.69,
tousle,5.1,,4.85,,5.14,,5.2,,5.86,
tow,4.98,,5.43,,5.26,,5.25,,5.42,
toward,5.4,,4.64,,4.96,,4.92,,4.88,
towards,5.25,,3.72,,5.11,,4.47,,5.02,
towel,4.11,,5.94,,5.1,,5.51,,5.43,
tower,5.1,3.95,5.49,6.09,5.32,5.78,5.36,5.81,5.79,5.46
towered,4.86,,5.49,,5.51,,5.66,,6.56,
towering,4.88,,5.15,,5.19,,5.29,,5.87,
town,5,,5.31,,5.2,,5.17,,5.62,
township,4.7,,4.84,,5.17,,4.88,,5.38,
townsman,5.22,,3.75,,5.2,,4.47,,5.27,
townspeople,5.05,,5.13,,5.32,,5.08,,5.44,
toxic,5.2,6.4,4.03,,4.32,4.42,4.34,,3.22,2.1
toxin,5.12,,4.04,,3.98,,4.27,,2.73,
toy,4.94,5.11,5.53,6.29,5.42,6.09,5.48,5.83,6.38,7
trace,4.66,,4.02,,4.96,,4.2,,5.3,
tracer,4.95,,4.16,,4.5,,4.28,,4.07,
trachea,4.91,,5.35,,4.61,,5.17,,4,
tracheid,4.49,,5.42,,5,,4.95,,5.15,
tracheophyte,4.63,,5.64,,4.94,,5.21,,5.14,
track,5.34,,5.18,5.74,5.58,,5.19,5.05,6.27,
tracker,4.99,,5.63,,4.52,,5.32,,4.62,
tracking,4.69,,5,,5.1,,5.12,,5.56,
trackless,5.32,,4.76,,5.45,,5.1,,5.9,
tract,4.92,,5.12,,4.7,,4.79,,3.94,
traction,4.87,,5.03,,4.48,,5.03,,4.45,
tractor,4.35,,5.82,,5.21,,5.47,,5.24,
trade,5.03,,4.4,,5.69,,4.63,,6.33,
trade-off,5.17,,3.31,,5.3,,3.69,,5.67,
trademark,4.76,,3.95,,5.39,,4.12,,6.01,
trader,5.34,,4.61,,5.57,,4.81,,6.12,
tradesman,4.9,,4.67,,5.44,,4.93,,6.33,
trading,5.21,,4.72,,5.66,,4.88,,6.5,
tradition,5.36,,3.2,2.54,5.85,,3.99,3.76,6.44,
traditional,5.27,,2.94,,5.74,,3.63,,6.21,
traditionally,5.2,,3.17,,5.68,,3.59,,6.17,
traffic,4.79,,5.1,,4.89,,5.19,,4.95,
tragedy,5.75,6.24,3.79,,5.61,3.5,4.7,,6.2,1.78
tragic,5.69,,3.15,,4.75,,4.34,,4.4,
tragically,5.77,,3.61,,4.05,,4.53,,2.83,
trail,4.95,,5.69,5.06,4.99,,5.42,4.84,5.42,
trailer,4.81,,5.45,,5.07,,5.31,,5.21,
train,4.87,,5.39,,5.41,,5.12,,6.15,
trained,5.37,,3.98,,5.79,,4.31,,6.6,
trainee,5.35,,3.92,,5.93,,4.11,,6.63,
trainer,5.5,,5.15,,5.6,,5.25,,6.81,
training,5.43,,3.76,,6.12,,4.15,,7.02,
trait,5.07,,3.82,,5.07,,3.92,,5.63,
traitor,5.91,5.78,4.32,,4.88,4.61,4.84,,3.9,2.22
trajectory,5.06,,3.69,,4.56,,4.49,,4.65,
tram,4.93,,4.83,,5.46,,5.02,,6.15,
tramp,4.46,,5.51,,4.88,,5.63,,5.35,
trample,5.2,,5.71,,4.98,,5.46,,4.79,
trampled,4.9,,5.3,,4.75,,5.36,,5.18,
trance,5.57,,3.73,3.71,4.99,,4.95,5.05,5.11,
tranquil,5.15,,3.78,,5.3,,4.82,,5.76,
tranquilizer,5.46,,3.95,,4.06,,4.62,,3.24,
tranquillity,5.38,,3.03,,5.66,,3.96,,5.77,
transact,5.17,,4.1,,5.34,,4.13,,5.8,
transaction,5.04,,4.7,,5.26,,4.54,,5.87,
transcend,5.14,,3.11,,5.82,,3.69,,6.35,
transcendence,5.15,,3.17,,5.61,,3.76,,6.13,
transcontinental,5.07,,4.78,,5.06,,4.74,,5.2,
transcribe,4.71,,4.6,,5.32,,4.48,,5.57,
transcript,5.35,,4.46,,5.71,,4.74,,6.3,
transcription,4.68,,4.55,,5.25,,4.41,,5.46,
transeunt,5.47,,3.28,,5.13,,4.33,,5.01,
transfer,4.85,,3.93,3.29,5.29,,4.11,3.19,5.64,
transference,5.16,,3.24,,4.76,,3.89,,4.64,
transform,5.4,,3.32,,5.63,,4.05,,6.21,
transformation,5.32,,3.04,,5.61,,3.64,,6.21,
transformer,4.77,,4.39,5.4,5.23,,4.4,4.05,5.47,
transfusion,5.21,,4.96,,4.25,,4.97,,3.73,
transistor,4.89,,4.45,,5.43,,4.34,,6.02,
transit,4.81,,4.67,,5.1,,4.5,,5.37,
transition,5.05,,3.22,,5.36,,3.63,,5.91,
transitional,4.92,,3.47,,5.34,,3.72,,5.53,
transitive,5.25,,3.81,,5.33,,3.95,,5.43,
transitory,5.24,,3.24,,5.49,,3.71,,5.52,
translate,5.21,,3.22,,5.62,,3.83,,6.29,
translation,5.24,,3.55,3.69,5.59,,4.12,3.46,6.22,
translational,4.75,,4.24,,4.97,,4.7,,5.02,
translator,5.17,,4.28,,5.54,,4.54,,6.05,
translucent,4.45,,5.65,,5.18,,5.6,,5.94,
transmission,4.7,,5.07,,4.96,,4.83,,4.97,
transmit,5.08,,4.54,,4.76,,4.49,,4.67,
transmittal,4.88,,5.03,,5.22,,4.78,,5.83,
transmitted,4.95,,4.45,,5.54,,4.6,,6.31,
transmitter,5.1,,4.86,,5.09,,4.8,,5.29,
transparency,4.39,,4.94,,5.3,,4.78,,5.86,
transparent,4.44,,5.45,,5.27,,5.3,,5.97,
transpiration,4.68,,5.34,,4.95,,5.1,,5.44,
transpire,5.21,,3.48,,5.08,,4.29,,5.49,
transplant,5.26,,4.92,,4.47,,4.99,,4.06,
transplantation,5.25,,4.71,,4.94,,4.79,,4.91,
transport,4.56,,4.86,,5.21,,4.56,,5.26,
transportation,4.94,,4.98,3.74,5.61,,4.76,4.11,6.2,
transverse,4.77,,4.72,,5.37,,4.89,,6.03,
trap,5.47,,5.14,,4.79,,5.25,,4.84,
trapdoor,5.01,,5.04,,4.57,,5.15,,4.16,
trapeze,5.42,,4.6,,5.75,,5.06,,6.5,
trapped,5.21,,4.95,,4.8,,5.02,,5.02,
trapper,5.29,,5.08,,5.2,,5.06,,5.6,
trappings,5.51,,4.44,,5.95,,4.73,,6.16,
traprock,5.5,,5.41,,4.67,,5.32,,4.36,
trash,4.93,4.16,4.97,,4.65,5.24,5.06,,3.83,2.67
trauma,5.3,6.33,3.35,,3.99,2.84,4.09,,3.11,2.1
traumatic,5.57,,3.17,,4.7,,3.9,,4.6,
travel,4.98,6.21,4.7,,5.66,6.31,4.82,,6.41,7.1
traveler,5.19,,4.81,,5.65,,4.95,,6.27,
traveller,5.21,,3.86,5.11,5.03,,4.43,4.97,5.08,
traverse,4.83,,4.79,,4.9,,4.71,,5.04,
trawler,5.6,,5.9,,4.8,,5.55,,5.01,
tray,4.13,,6.08,,5.08,,5.77,,5.57,
treacherous,5.39,,4.74,,5.11,,5.14,,4.97,
treachery,5.82,,3.85,,5.46,,4.74,,5.8,
tread,5.11,,4.02,,4.9,,5.02,,4.95,
treadmill,5.4,,3.75,,5.38,,4.36,,5.91,
treason,5.64,,3.83,,4.48,,4.2,,3.62,
treasure,5.49,6.75,4.56,,5.45,6.36,5.01,,6.27,8.27
treasurer,5.08,,4.24,,5.29,,4.34,,5.32,
treasury,5.4,,4.2,,5.23,,4.34,,5.57,
treat,5.09,5.62,4.13,,4.02,5.78,4.58,,3.42,7.36
treatise,5.25,,3.25,,5.56,,3.87,,5.96,
treatment,5.17,,4.27,3.43,3.99,,4.69,4.14,3.52,
treaty,5.76,,3.82,3.63,5,,4.31,3.27,4.45,
treble,4.77,,5.16,,5.26,,5.36,,6.14,
tree,4.56,3.42,6.12,,5.02,5.08,5.53,,5.51,6.32
tree-line,4.64,,5.36,,5.19,,5.13,,5.71,
treeless,4.5,,5.37,,5.06,,5.36,,5.6,
treetop,4.77,,6.02,,4.92,,5.44,,5.49,
trek,5.37,,4.57,,5.15,,4.91,,5.35,
tremble,5.4,,4.58,,4.73,,5.3,,4.46,
tremendous,5.61,,3.64,,5.51,,4.43,,5.43,
tremendously,5.17,,3.64,,5.33,,3.94,,5.53,
tremor,5.62,,3.36,5.06,4.11,,4.19,4.97,3.28,
tremulous,5.31,,4.62,,5.35,,5.19,,5.91,
trench,5.62,,5.33,,4.7,,5.26,,4.33,
trend,5.22,,3.28,,5.62,,3.63,,6.03,
trespass,5.16,,3.81,,4.44,,4.34,,4.27,
trespasser,4.96,,5.37,,4.97,,5.3,,5.02,
trespassing,5.35,,5.16,,5.22,,5.3,,5.51,
trestle,4.41,,5.69,,5.04,,5.6,,5.44,
triad,5.06,,4.03,,5.51,,4.27,,6.43,
trial,5.47,,4.02,4.03,4.18,,4.39,5.05,3.36,
trial-and-error,5,,3.57,,5.68,,4.03,,6.17,
triangle,4.34,,4.72,,4.95,,4.88,,5.27,
triangular,4.77,,5.1,,5.03,,4.95,,5.28,
triangulation,4.42,,4.51,,5.16,,4.62,,5.69,
tribal,5.2,,4.54,,5.42,,4.87,,5.46,
tribe,5.32,,5.25,,5.21,,5.28,,5.13,
tribesman,5.51,,4.68,,5.31,,4.99,,4.99,
tribulation,4.7,,4.07,,5.13,,4.65,,5.62,
tribunal,5.27,,3.74,,4.34,,4.13,,3.73,
tribune,5.69,,4,,4.91,,4.74,,4.61,
tributary,4.82,,5.18,,4.98,,5.14,,5.47,
tribute,5.19,,3.87,,5.83,,4.45,,6.26,
triceps,4.73,,5.31,,4.95,,5.18,,5.14,
triceratops,5.16,,5.58,,4.9,,5.24,,4.74,
trick,5.92,,4.56,3.97,5.31,,5.1,4.65,5.77,
trickle,5.48,,4.8,,4.54,,5.35,,4.32,
tricky,5.26,,3.89,,4.86,,4.45,,5.1,
tricycle,4.79,,5.13,,5.2,,5.11,,5.5,
trident,5.53,,3.94,,5.41,,4.39,,6.01,
