word_english,aoa_s_N,aoa_s_M,aoa_s_SD,rt_M,rt_SD
sway,31,4.6,1.1,2691,3917.4
swear,32,4.2,1.1,2056.7,1407.4
sweat,32,3.3,1.1,1985.7,1635.3
sweep,31,3.5,0.9,2047.2,1670.1
sweet,32,2.8,0.8,2943.5,6900.2
swell,30,4.3,0.9,3459.4,5610.5
swept,30,4,1,2491.6,3114
swerve,31,4.8,1.1,2114,2258.4
swift,32,4.8,1,2768.1,4491.8
swig,31,5.5,1.4,1823.6,1108.3
swim,29,2.6,0.8,1920.5,2179.9
swine,31,5.5,1.3,2648.9,3470.2
swing,31,2.8,0.9,1559.4,1009.5
swipe,31,4.7,0.9,2017.3,1886.3
swirl,31,3.9,1.2,1708,1051
swish,32,3.9,1.2,2482.6,2390.2
switch,32,3.9,1,1913.6,1431.8
swoon,32,5.6,1.4,2776.1,4574.9
swoop,30,4.1,1,2201.8,2133.3
sword,32,3.4,0.9,2123.9,1372.6
swore,31,4.1,1.1,2718.6,2824.1
sworn,32,4.8,1,2305.5,1852.9
swum,31,5.1,1.7,2839.7,2016.8
swung,32,4.1,1,1953.5,1407.4
sync,32,6,1,2073.4,1995.9
tab,30,4.5,1.2,2944.9,2853.4
tack,32,4.2,1,3280.1,5466.6
tact,32,5.7,1.1,1598.1,698.7
tag,31,3,0.8,1873.6,1098.2
tail,32,3,0.8,2963,6070.9
taint,32,5.9,0.9,1632,789.8
take,30,2.8,1.1,1665,956.4
talc,30,6.1,1.2,3567,7767.7
tale,32,3.5,1,2098.2,2028.5
talk,32,2.6,0.8,1335.6,510.3
tall,32,2.8,0.7,1973.1,1206.2
tame,31,4.7,1.1,2233.8,1758.3
tan,31,3.8,1.1,2576.3,3288.4
tank,30,3.8,0.9,2946.1,2966.8
tap,30,2.9,0.7,2161.5,1738.8
tape,32,3,0.8,1694.4,1184.2
taps,32,4.4,1.5,3217.1,3178.1
tar,31,4.4,1.3,1890,1417
tart,32,4.6,1.1,2156.1,1511.9
task,31,4.4,0.8,2681.4,2618.2
taste,31,2.7,0.7,2798.8,3386.9
taught,32,3.8,1,2114.2,1407.9
taunt,32,4.8,1.1,2424,3163.8
taut,31,6.1,1,3103.8,6616.4
tax,32,4.3,1,1858.1,1209.5
tea,32,3.2,1,1537.7,1046.3
teach,31,3,0.9,1931.1,1506.8
teal,32,4.7,1.4,1938.2,1677.6
team,31,3.3,0.9,2012.8,2001.4
tear,30,3,1,2001.6,1962.8
tease,32,3.6,1.1,1924.7,2094.8
tee,32,4.2,1.3,2418.5,2190.2
teem,32,6,1.4,1917.9,992.6
teen,32,4.1,0.9,2308,1219.1
teeth,32,2.4,0.7,2000.3,2362.5
tell,32,2.8,0.8,1531.1,827.9
tempt,31,4.9,1.2,2285.6,2173.8
ten,31,2.4,0.7,2341.6,1867.8
tend,31,4.5,0.9,1895.8,1275.3
tense,30,4.7,1,2344.1,2018.6
tent,32,3.3,0.8,1952.2,3144.5
tenth,31,3.2,1.1,2181.9,1399.1
term,31,4.5,1.2,2059.5,1303.3
test,30,3.4,0.8,2460.3,2238.5
text,32,4.3,1,2684.2,3039.9
than,31,2.8,1,1839.5,1317.1
thank,31,2.7,1.3,1811,969.5
that,32,2.3,0.7,1847.1,1232.2
thaw,31,4.7,1.2,3454.2,3866.8
the,31,2.1,0.7,1704.5,991.1
theft,31,4.4,1.2,1995.3,1783.5
their,32,3.3,1,1584.7,767.6
them,30,2.7,1,1578.4,872.6
theme,31,4.8,0.7,1939.5,1223.8
then,31,2.8,1,1620.6,1169.1
thence,32,6.4,0.9,1471.3,847.5
these,32,3,1.1,1852.5,1161.5
they,32,2.6,1,1520.6,931
thick,32,3.8,0.8,2069.4,2151.2
thief,31,3.9,1.1,2180.2,1663.2
thieve,31,4.6,1.2,2182.4,1640.1
thigh,32,3.7,1.1,1911.1,1406.6
thin,32,3.4,1,2769.1,3837.5
thing,32,2.6,0.7,2313.5,2408.5
think,32,3,0.8,2000.9,1496.8
third,30,2.9,0.9,2338.7,1763.1
thirst,32,3.4,1.2,1921.2,1076.3
this,31,2.3,0.7,1858.8,2003.9
thong,32,5.9,1.1,2349.1,1449.5
thorn,30,3.7,1.1,2060.4,2218.2
those,31,3,0.7,1957.8,1908.2
though,32,3.8,0.9,1814.8,1222.8
thought,32,3.9,0.9,2112.1,1228.3
thrash,31,5.2,1.2,1911.8,1551.6
thread,29,4,0.8,2846.9,3581.9
threat,32,4.5,1,2762.7,3115.1
three,31,2.1,0.6,1496.2,750.5
thresh,29,6.2,1.1,1998.6,1334.9
threw,31,3.4,1.2,1896.3,1137.7
thrice,32,5.8,1,1831,821.8
thrift,32,5.2,1.2,2057.5,1266.5
thrill,31,4.5,0.9,1641.5,1093.5
thrive,32,5.5,1,1764.2,970.1
throat,32,3,1,2599.1,5344.5
throb,32,4.9,1.1,2272.3,1475.5
throne,31,4.1,1.3,1496.6,802.2
throng,32,6,1.4,2013.1,1187.7
through,30,3.8,1.2,2519.4,1901.6
throw,32,3,0.9,1557.6,723.1
thrown,32,3.8,1,1893.6,1243.2
thrush,32,6.3,1,2505.9,2921
thrust,32,5.3,1,1883.4,1294.4
thud,32,4.4,1.5,2169.2,1733.1
thug,32,5.4,1.3,1879.7,1843.6
thumb,32,2.6,1.1,2733.3,6432.4
thump,32,3.8,1.2,2862.8,3110.2
thus,32,5.3,1,2005,1524.6
thwart,32,6.5,0.9,1545.3,841.3
thyme,32,6,1.1,2263.5,3460.6
tic,30,4.2,1.7,1976,1184.6
tick,32,3.9,1.2,1835.9,947.1
tide,30,3.5,0.9,2216.2,1973.1
tie,31,3.4,1.3,2023.8,2007.9
tier,31,5.6,1.2,1872.6,1092.1
tight,32,3.4,1,2437.5,1744
tights,31,3.8,1.4,2324.8,1582.7
tile,31,3.8,1.1,2244.4,2324.6
till,32,4.9,1.4,1848.1,1095.1
tilt,31,4.4,1.1,3219.9,6036.1
time,30,3,0.7,2014.1,1493.8
tin,31,3.9,1.1,1886.7,1205.4
tinge,32,5.9,1.1,1621.2,776.5
tint,32,4.8,0.9,1789,1276.8
tip,30,3.6,0.9,2180.6,2034.6
tire,32,3.4,1.1,2196.4,1747.3
tit,32,5.5,1.6,3163.5,1811.3
to,31,2.2,0.7,1541.5,1058.7
toad,32,2.9,0.8,1734.8,1065.4
toast,32,3.1,1,1816.3,1288
toe,32,2.3,0.5,1338.1,749.1
toil,31,5.5,1.1,2400.9,3019.4
told,31,3,0.9,1919.7,1676.5
toll,32,4.4,1.1,2488.2,2735.5
tomb,32,4.2,1,2164.5,1687.3
ton,31,4,1.1,2095.4,1621.8
tone,31,3.8,0.9,2343.9,1990.6
tong,32,5,1.3,2213.6,2008.3
tongue,32,2.8,1,1432.7,784.7
too,32,2.7,0.9,1967.7,1656.1
took,32,3.1,1,1455.8,903.3
tool,31,3.2,0.7,1927,1679.5
toot,32,3.5,1.4,3155.3,4441.9
tooth,32,2.3,0.5,1638.1,1269.3
top,32,2.4,0.7,1814.8,1252.7
torch,31,4.8,1,1981.8,2495.5
torn,32,3.7,1.1,2285.7,2131
tort,32,6,1.3,1557.3,1005.3
toss,31,3.4,0.8,3019.4,4355
tot,32,4,1.9,2402.2,1813
tote,31,5.2,1.2,2184.4,2178.7
touch,31,2.8,0.8,2874.5,3899.3
tough,32,3.6,0.9,1894.9,1845.7
tour,32,3.9,1,3030.9,2768.3
tow,32,4.6,1.1,2609.5,2290
town,32,3.3,0.7,2525.1,2713
toy,32,2,0.8,1773.3,1596.5
trace,31,3.9,1.2,2605.4,2033.8
track,32,4,1,3549.7,6987.2
tract,32,5.7,1.1,2666.8,2449.4
trade,32,3.8,1,3652.5,6927.7
trail,29,3.9,1.1,2218.6,2235.1
train,31,2.7,0.9,2990.1,4888.4
trait,31,4.9,1,2198.5,1992.9
tram,31,5.6,1.6,1967,1618.8
tramp,32,5.1,1.3,2653,2311.7
trance,31,5.1,1.3,3129.1,5194.1
trap,32,3.4,0.8,2769.4,3301
trash,29,3,0.9,2673,3753.1
tray,31,3.7,1,1862.2,1379.6
tread,32,5.4,1.1,2492.9,2495.3
treat,30,2.6,0.7,1837.7,905.9
tree,32,2.5,0.7,1449.3,486.9
trek,32,5.3,1.1,1952,1761.5
trench,31,4.9,1.1,1765.3,1048
trend,32,4.9,1.1,1989.9,1395.7
tribe,32,4.2,0.9,2297.7,1848.3
trick,32,3.4,1.1,1649.6,784.6
trill,32,6.1,1.3,1834.8,1465.9
trim,31,4.3,1,2236.3,2063
trip,32,3.2,0.9,2385,2623.9
tripe,32,6.4,1.1,1591.1,1182.1
trite,31,6.4,0.9,1930.1,1975.8
trod,32,5.5,1.2,1706.5,1131.1
troll,32,4,1.2,2468.3,3133
troop,31,4.3,0.9,1489.5,815.7
trot,32,4,1.1,2424,3216.3
trough,31,5.7,1.2,2018.7,1682
trounce,32,6.3,1.1,1997.4,2356.5
troupe,31,6,1.1,2002.8,1264.1
trout,32,4.2,1.3,1436,591.9
truce,32,4.9,1.3,2039.1,1298.9
truck,32,2.6,0.8,2377.7,2474.2
trudge,32,5.8,1.1,3340,9018
true ,32,3.2,0.9,1704.3,993.1
trump,31,5.6,1.3,2231,1472.6
trunk,32,3.5,1.1,2245.4,3977.9
trust,32,3.7,0.9,2182.5,1798
try,32,2.6,0.6,1798.9,1237.7
tub,32,2.4,0.6,1732.9,1103.3
tube,32,3.9,1.2,2542.3,2224.7
tuck,31,3.7,1,2901,4185.5
tug,32,3.3,1.2,1839.5,1513.2
tune,32,3.8,1.1,2078.6,1568.5
turf,32,4.9,1.1,2231.9,1492.8
turn,31,3,0.6,2872.3,3594.1
tusk,31,4.6,1.2,2014.4,916.8
twang,32,5.8,1,2789.4,4328.3
tweed,31,5.9,1.2,2897.1,4513.9
tweet,31,3.7,1.6,2055.1,1993.6
twelfth,32,3.4,1.1,2475.8,1835.9
twelve,32,2.6,0.7,2691.2,2317.2
twerp,31,5,1.6,2191.9,1414.5
twice,32,2.9,0.8,1905.2,1903.5
twig,32,3.4,1.2,2133.5,1661
twin,31,3.6,0.8,1885.9,1265.4
twine,32,5.2,1.3,1800.6,1266
twinge,32,5.8,1,2193.3,2136.8
twirl,32,3.5,1,3221.4,6189.9
twist,30,3.4,1,2175,1757
twit,31,5.7,1.4,1639,1028
twitch,31,4.8,1.1,1989.5,1143.8
two,31,1.9,0.6,1565.1,974.3
tyke,31,5.4,1.5,1793.9,1005.4
type,32,4,0.9,2656,2499.3
up,32,2.1,0.6,1882.1,1783.1
urge,31,5,1.1,2408,3331.3
urn,31,5.7,0.8,1784.3,754.3
us,31,2.4,0.8,1707.8,2068.7
vague,31,5.5,1.2,1828.8,1139.6
vain,31,5.1,1.3,2116.4,1550.1
vale,31,5.6,1.4,2222.7,1658.6
valve,32,5.5,0.9,2110.4,1547.8
vamp,32,6.2,1,3371.9,7331.8
van,32,3.2,1,1644.9,879
vane,32,5.8,1,2038.1,1558.9
vase,32,3.7,0.9,1865.6,1259.6
vast,31,5.1,1,1875.7,1068.2
vault,30,4.8,1.3,2800.1,4197.2
veal,32,5.3,1.1,2351.3,2032.5
veer,32,5.9,1,1811,1264.6
veil,31,4.5,1.3,1962.5,1256.9
vein,32,4.8,1.2,2585.2,2523.8
vend,32,5,1.3,2574.2,3433.3
vent,29,4.6,0.9,1772.7,1506.7
verb,32,4.3,0.7,2429.6,1586.5
verge,32,5.6,1,2112,1816.7
verse,31,4.3,1.2,2798.8,3285.5
versed,31,5.8,1.2,2394.2,2912.2
vest,32,3.8,1.3,2349.8,2639.9
vet,30,3.4,0.9,2904.2,4369.8
vex,32,6.3,1.1,1436.7,858
vice,32,5.7,1.1,1829.9,1225.6
vie,32,6.8,0.6,1564.8,1296
view,31,4.1,1,2085.7,1560.5
vile,32,5.8,1.1,1749.7,1112
vine,32,4.1,1.1,2437.9,3176.4
vise,30,6.2,0.9,1970.2,1518.5
vogue,32,5.8,1.3,2053.5,1322.6
voice,32,2.9,0.9,1941.9,1531.4
void,31,5.4,1,2795.6,3946.9
volt,31,5.3,1.2,2803.3,3058.6
vote,32,4.3,1,1617.3,579
vouch,30,5.8,1.1,1732.9,1375.4
vow,30,4.8,1.2,2433.7,4077.7
wad,31,4.8,1.3,2326.8,1478.7
wade,32,4.6,1.4,2172.2,1269.9
wag,32,3.7,1.6,2172.3,1581.2
wage,32,5,1,2547.4,2678.9
waif,31,6.3,1,1512.2,788.8
wail,32,4.6,1.5,2776.6,5945.3
waist,32,3.9,1,1938.7,1230.6
wait,32,2.9,0.9,2305.2,1838.9
waive,32,5.8,1.5,2188.9,1767.1
wake,32,3,1,4211.7,12215.7
wale,30,5,1.7,1823.8,1286.5
walk,32,2.6,0.9,1762,1697.5
wall,31,3,0.9,2338.9,4453.1
waltz,31,5.4,0.9,1771.9,1057.6
wand,31,3.8,1.3,1786.3,1055.1
wane,31,6.2,1,1919.6,1444.6
want,32,2.4,0.8,1997.1,1810
war,31,3.7,0.9,2097.2,1541.8
ward,31,5.5,1.1,1934,1376.9
ware,31,5.4,1.4,2536.8,2087.5
warm,31,2.8,1,3141.5,5687.8
warn,32,3.6,0.9,2101.6,1669.7
warp,32,5.2,1.2,2598.9,3054.3
wart,32,4.3,1.1,1925.2,1257.1
was,29,2.7,0.7,1758.6,1261.7
wash,31,2.6,0.7,1629.1,945.4
wasp,31,3.8,1.1,2070,1803
waste,32,3.7,0.8,2547.3,1830.7
watch,31,3.2,0.9,1517.5,833.8
watt,32,5.5,1.1,2048,1252.7
wave,32,3.1,1,2195.9,2647.8
wax,32,3.8,1.1,1883.9,1047.5
way,32,3.1,1,1683.4,1117.9
we,32,2.2,0.8,1433.5,827.8
weak,31,3.6,0.7,2306.5,2507.1
wealth,31,4.5,0.9,2039.3,1188.6
wean,31,5.7,1.4,2080,1672.3
wear,32,2.9,0.9,1692.8,1019.6
weave,31,4.6,1,2207,2520
web,32,3.3,1.1,2039.1,1733.5
wed,32,4.3,0.9,2157,1526
wedge,32,4.8,1.2,2113.6,1611.6
wee,32,3.4,2.2,1940.4,1011.9
weed,31,3.7,1,2200.2,1180.1
week,31,3.4,1.1,2091.1,1344.8
weep,32,4.4,1.1,2620.9,2225.5
weigh,32,3.7,0.9,2085.1,1541.9
weird,30,3.7,0.8,2274.1,2294.7
welch,31,5.9,1.5,1959.6,1668.2
weld,32,5.4,1.3,2235.4,2530.4
well,32,3,0.9,1959.2,1675.8
welsh,31,6.4,1.1,1796.9,1224.9
welt,32,5.2,1.1,2201.5,2640
wench,31,5.8,1,2001.9,1402.2
went,32,3,0.9,1613.2,1358.6
wept,32,4.6,1,1911.8,1325.8
were,32,3,0.9,1931.1,1616.3
west,32,4,1.3,1905.3,1023.5
wet,32,2.4,0.7,1776.1,1369.1
whack,32,3.8,1.3,2849.4,4883
whale,32,3,0.9,2384.8,2752.2
wham,31,4.1,1.7,1538,594.4
wharf,32,5.7,1.3,1725.9,841.6
what,32,2.3,0.6,2037.1,1896.2
wheat,32,3.9,1.1,2013.8,1944.8
wheel,31,3,1,1809.5,2434.3
wheeze,32,5,1.4,2243.5,1809.7
whelp,32,6.1,1.1,2064,2058.3
when,32,2.9,0.8,1969,1237.1
whence,30,6.4,0.7,1645.3,831.6
where,31,3.1,0.9,1640.5,926.8
whet,32,6.3,1.1,1632.1,835.1
whey,31,5.9,1.5,1696.1,924.3
which,32,3.4,1.2,1850.6,1181.9
whiff,31,5.1,1.3,2139.1,2037.7
while,32,3.7,1.2,2024.9,1408.4
whim,31,5.6,1.1,1556.3,781.8
whine,30,3.3,1.4,1751.3,1554.4
whip,32,3.9,1.4,2288.4,2080.6
whirl,30,4,1,3637.9,6978.5
whisk,31,5.2,1.3,1970.5,1616.2
whit,32,5.6,1.1,1993.6,1542.7
white,31,2.5,1.1,2062.3,2832.8
whiz,32,4.4,1.4,1721,853.6
who,32,2.7,1,1514.5,1061.4
whole,32,3.3,0.9,2590.5,3280.9
whom,32,4.9,1.1,2050.1,1388.8
whoop,31,4.4,1.5,1726.6,812.7
whore,32,6.2,0.7,2600,2555.8
why,32,2.5,0.8,1904.1,1820.7
wick,32,4.5,1.1,2427,2334.7
wide,32,3.7,1,2584.4,2575
width,31,4.4,1.1,2536.8,1783.1
wield,32,5.9,1.2,2039.4,2480.4
wife,31,3.4,0.9,2318.3,1863.3
wig,31,3.6,1,2007.5,1121.6
wild,32,3.5,0.9,1842.1,972.2
will,30,2.8,0.8,2157.4,2118.9
wilt,32,5.3,1.3,2125,1914.4
win,32,3,1,1575.9,1129.1
wince,32,5.5,1.2,1517,670.4
winch,31,6.3,0.8,3805.9,8038.3
wind,32,2.9,0.8,1604.3,1090.7
wine,32,4.4,1.2,1853.7,1158.5
wing,30,3.1,0.8,1983.6,1277.5
wink,32,3.6,0.9,1721.6,1638.9
wipe,32,3.2,1.2,1519.1,1505.7
wire,32,3.6,0.8,2488.8,1799.7
wise,32,3.9,0.9,2410.1,2647
wish,31,3,1,2074.6,2162.8
wisp,32,5.3,1.2,2011.6,2128
wit,32,5.2,1.1,2584.5,2249.6
witch,31,3,0.9,1604.8,877.3
with,32,2.6,0.6,2162.1,3840.1
wives,30,3.9,1.1,2351.1,1773.9
woe,30,6,0.9,1838.7,1175.1
woke,32,3.4,0.9,2301.7,2239.9
wolf,32,2.9,0.8,1231.1,440.1
wolves,32,3.3,1.1,2117.5,1680.7
womb,32,5,1.3,1705.7,700.7
won,32,3.1,1,1607,1121
woo,31,4.5,1.8,1971.2,956.8
wood,32,3.2,1,1594.7,1029.3
wool,31,4,0.9,1940.3,1546.8
word,32,2.8,0.8,2022.8,1750.8
work,31,3.2,0.8,1576.7,783.8
world,32,3,0.8,1953.2,2401.2
worm,31,2.7,0.8,1477.3,627.9
worse,32,3.8,1.1,2361.6,2049
worst,32,3.6,1.1,1741.5,735.1
worth,32,4.6,0.8,2614.4,4584.8
would,31,3.3,1,1720.5,1520.6
wound,32,4.1,0.9,2252.5,1399.9
wove,31,4.8,1.3,2555.4,3172.4
wrack,32,5.9,1.2,3084.5,2951.3
wrap,31,3.5,1.1,2412.9,2080.7
wrath,30,5.4,1.1,1564.2,1002.7
wreak,32,5,1.2,3745.7,7632.6
wreath,30,4.2,1.1,2169.6,1640.9
wreathe,31,5,1.5,1718.1,941.1
wreck,32,4.2,1.2,2107.6,1971.6
wren,31,5.5,1.3,2088.4,1556.3
wrench,32,4.5,1.2,2581.5,2178.8
wretch,31,5.6,1.2,2658.2,2341.4
wring,31,5.2,1.3,3116.1,6735
wrist,32,3.2,1,1753.8,925.6
writ,32,6.6,0.7,2564.8,2291.7
write,32,3.2,1,3095.1,5757.4
writhe,32,6.4,0.8,1582,1105.3
wrong,31,2.6,1,2103.9,1787.5
wrote,32,3.5,0.7,3124.8,5569.6
wroth,30,6.4,0.9,1617,1028.3
wrought,31,6.3,1.2,1749.3,1164.5
wrung,32,5.4,1.2,1541.6,887.7
wry,32,6,1.1,1648.7,998
yacht,32,4.8,1.2,2318.4,2543.1
yak,32,4.8,1.7,2187.4,2198
yam,32,4.6,1.3,2549.6,3231.2
yank,32,3.9,1.4,2842.4,7128.3
yap,31,5,1.4,2494.5,2540.7
yard,31,3.1,1,2635.1,3598.8
yarn,32,3.8,1.3,1967.5,1386.3
yawn,32,3.1,0.7,1816.6,1187.3
yea,32,3.4,1.8,1920.4,931.6
year,32,3.4,1.2,1835.2,956.8
yearn,32,5.8,0.9,1997.6,1406.8
yeast,32,5,1.1,1775.7,1452
yell,32,2.7,0.9,1613,1550
yelp,32,4.4,1.3,1797.8,1051.1
yen,32,6,1.4,1766.3,1023.4
yes,31,1.8,1.2,1444.8,1300.5
yet,32,3.6,1.1,1904.5,1483.5
yew,31,6.1,1.5,1426.9,592.4
yield,31,4.8,1.1,1860.3,1046.2
yoke,32,4.6,1.3,1818.3,1307.5
yolk,32,4.7,1.6,1910.7,1488.1
yore,32,6.3,1.1,1497,889.8
you,31,2,0.7,1488.1,961
young,31,3.3,0.8,2237.3,2068
youth,32,4.3,1,2538,1877.3
yule,32,5.9,1.2,1747.7,983.3
zeal,32,6,1.1,1876.1,1455.3
zest,32,5.6,1.2,1808.1,1040.7
zinc,32,6,1.1,2116.1,1666.8
zing,32,5.5,1.4,2349,1968.6
zip,32,3.5,1,1851,1095.1
zone,32,4.2,1,1853.4,1341.7
zoo,29,2.3,0.6,1713.9,2052.3
zoom,32,3.7,1.2,1693.4,766.3
